prompt_idx,prompt_id,prompt_text,prompt_short,level,level_label,group_id,surface_family,cue_type,cue_set,relation_type,concept_route,cue_label,latent_state_target,correct_answer,incorrect_answer,physics_concept,difficulty,inference_steps,wording_variant,semantic_equiv_group,contrastive_pair_id,contrastive_role,is_anchor,is_kw_variant,is_auxiliary,has_alpha_keyword,has_beta_keyword,keyword_free,evidence_completeness,is_uniquely_determining,baseline_sign_diff,sign_correct,hard_correct
96,p0096,"In Thomson scattering, a massless electromagnetic particle scatters off a free electron without any energy transfer. What is this massless particle? Answer:","In Thomson scattering, a massless electromagnetic particle scatters off a free e",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,4.42772912979126,True,True
97,p0097,"Unlike the positron (charge +1), which stable neutral nuclear particle exists in most atomic nuclei? Answer:","Unlike the positron (charge +1), which stable neutral nuclear particle exists in",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,7.16895318031311,True,True
98,p0098,"In beta-minus radioactive decay, a neutron emits a negatively charged particle and an antineutrino. What is the emitted particle? Answer:","In beta-minus radioactive decay, a neutron emits a negatively charged particle a",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,5.609659671783447,True,True
99,p0099,"In spallation neutron sources, high-energy protons bombard a heavy metal target to produce beams of neutral nuclear particles. What are these particles? Answer:","In spallation neutron sources, high-energy protons bombard a heavy metal target ",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,9.342213153839111,True,True
100,p0100,"In a fission reactor, the chain reaction produces daughter nuclei identified by their count of positively charged particles. What particles are counted? Answer:","In a fission reactor, the chain reaction produces daughter nuclei identified by ",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,1.426900863647461,True,True
101,p0101,"In the early universe, free positively charged particles combined with electrons to form the first neutral hydrogen atoms. What were these particles? Answer:","In the early universe, free positively charged particles combined with electrons",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,5.681704998016357,True,True
102,p0102,"While protons define the element, which neutral nuclear particles determine the isotope and contribute to nuclear stability? Answer:","While protons define the element, which neutral nuclear particles determine the ",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,11.91838312149048,True,True
103,p0103,"Which nuclear particle, when counted, gives the atomic number of an element? Answer:","Which nuclear particle, when counted, gives the atomic number of an element? Ans",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,-0.3510103225708008,False,False
104,p0104,The plum-pudding model of the atom proposed negatively charged particles embedded in a diffuse positive sphere. What were these particles? Answer:,The plum-pudding model of the atom proposed negatively charged particles embedde,AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,6.836760520935059,True,True
105,p0105,"In nuclear pair production of neutrons, a high-energy photon can produce a proton and a neutral nuclear particle in the nuclear Coulomb field. What neutral particle is produced? Answer:","In nuclear pair production of neutrons, a high-energy photon can produce a proto",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,6.055293083190918,True,True
106,p0106,"Unlike the proton, which particle in the nucleus carries no electric charge? Answer:","Unlike the proton, which particle in the nucleus carries no electric charge? Ans",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,9.178346633911133,True,True
107,p0107,"Unlike massive nuclear particles, which light, negatively charged lepton orbits around the nucleus? Answer:","Unlike massive nuclear particles, which light, negatively charged lepton orbits ",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,6.944971561431885,True,True
108,p0108,"In nuclear structure physics, adding one neutral particle to carbon-12 produces the stable isotope carbon-13. What particle is added? Answer:","In nuclear structure physics, adding one neutral particle to carbon-12 produces ",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,5.977040410041809,True,True
109,p0109,"In antenna theory, oscillating charges emit massless particles that carry electromagnetic energy to distant receivers. What particles are emitted? Answer:","In antenna theory, oscillating charges emit massless particles that carry electr",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,5.168465614318848,True,True
110,p0110,"Unlike the charged proton, which nuclear particle has zero net charge? Answer:","Unlike the charged proton, which nuclear particle has zero net charge? Answer:",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.15641736984253,True,True
111,p0111,Linear accelerators accelerate beams of negatively charged particles to near light speed for physics experiments. What particles are accelerated? Answer:,Linear accelerators accelerate beams of negatively charged particles to near lig,AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,3.0897741317749023,True,True
112,p0112,"In the Bohr model of the atom, particles orbit the nucleus in quantized energy levels. The orbiting particles carry negative charge. What are they called? Answer:","In the Bohr model of the atom, particles orbit the nucleus in quantized energy l",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,6.445202827453613,True,True
113,p0113,"As atomic number increases, more neutral nuclear particles are needed relative to protons because proton-proton repulsion grows. What are these neutral particles? Answer:","As atomic number increases, more neutral nuclear particles are needed relative t",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,7.19120979309082,True,True
114,p0114,"Unlike electrons and protons, which nuclear particle cannot be detected directly by electromagnetic means due to its zero charge? Answer:","Unlike electrons and protons, which nuclear particle cannot be detected directly",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,11.32456636428833,True,True
115,p0115,"In fluorescence microscopy, fluorescent labels emit discrete electromagnetic energy packets when excited by light. What are these emitted packets? Answer:","In fluorescence microscopy, fluorescent labels emit discrete electromagnetic ene",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,1.849224090576172,True,True
116,p0116,"While neutrons contribute mass without charge, the particle that balances proton charge in the neutral atom is negatively charged. What is it? Answer:","While neutrons contribute mass without charge, the particle that balances proton",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,6.762215614318848,True,True
117,p0117,"In the hydrogen atom, the ground state energy is −13.6 eV, which is the binding energy of its single negatively charged particle. What particle is bound? Answer:","In the hydrogen atom, the ground state energy is −13.6 eV, which is the binding ",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,5.039035797119141,True,True
118,p0118,"Unlike quarks which are confined inside protons and neutrons, which free negatively charged particle orbits the nucleus? Answer:","Unlike quarks which are confined inside protons and neutrons, which free negativ",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,10.022892475128174,True,True
119,p0119,"In nuclear fission, uranium-235 absorbs a slow neutral particle and splits into two smaller nuclei. What particle triggers the fission? Answer:","In nuclear fission, uranium-235 absorbs a slow neutral particle and splits into ",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,5.793112754821777,True,True
120,p0120,Nuclear stability requires that the number of neutral nuclear particles increases faster than proton number in heavy elements. What are these neutral particles? Answer:,Nuclear stability requires that the number of neutral nuclear particles increase,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,7.230834007263184,True,True
121,p0121,"In heavy nuclei like uranium, the ratio of neutral nuclear particles to protons is approximately 1.5:1 for stability. What are these neutral particles? Answer:","In heavy nuclei like uranium, the ratio of neutral nuclear particles to protons ",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.160660743713379,True,True
122,p0122,"While electrons carry charge through wires, which massless particle carries electromagnetic energy through free space? Answer:","While electrons carry charge through wires, which massless particle carries elec",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,5.224159240722656,True,True
123,p0123,"Unlike the W+ boson (charged weak force mediator with significant mass), which massless boson mediates electromagnetism? Answer:","Unlike the W+ boson (charged weak force mediator with significant mass), which m",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,6.073936462402344,True,True
124,p0124,"Bismuth-209, the heaviest stable mononuclidic element, achieves stability through its specific ratio of neutral nuclear particles to protons. What neutral particles? Answer:","Bismuth-209, the heaviest stable mononuclidic element, achieves stability throug",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.113982200622559,True,True
125,p0125,"While protons carry positive charge and electrons carry negative charge, which nuclear particle is electrically neutral? Answer:","While protons carry positive charge and electrons carry negative charge, which n",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,9.229379653930664,True,True
126,p0126,"In contrast to the proton which repels other protons electromagnetically, which particle is attracted to the proton via the electric force? Answer:","In contrast to the proton which repels other protons electromagnetically, which ",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,8.515011310577393,True,True
127,p0127,"In photochemistry, a reaction is triggered when a molecule absorbs a discrete electromagnetic energy packet of the right frequency. What is absorbed? Answer:","In photochemistry, a reaction is triggered when a molecule absorbs a discrete el",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,2.6260881423950195,True,True
128,p0128,Photovoltaic cells convert the energy of massless electromagnetic force carriers directly into electrical current in a semiconductor junction. What carriers are absorbed? Answer:,Photovoltaic cells convert the energy of massless electromagnetic force carriers,AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,1.0284624099731443,True,True
129,p0129,"Atomic emission spectra arise when negatively charged particles fall from higher to lower energy levels, releasing photons. Which particles undergo these transitions? Answer:",Atomic emission spectra arise when negatively charged particles fall from higher,AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,6.700344085693359,True,True
130,p0130,"In Mössbauer spectroscopy, discrete high-energy electromagnetic packets are emitted and absorbed without nuclear recoil. What are these packets? Answer:","In Mössbauer spectroscopy, discrete high-energy electromagnetic packets are emit",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,0.5805397033691406,True,True
131,p0131,"Nuclear fission releases several fast neutral particles; when moderated, these can trigger further fissions to sustain the chain. What neutral particles are released? Answer:","Nuclear fission releases several fast neutral particles; when moderated, these c",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.833396911621094,True,True
132,p0132,"In positron emission tomography, two discrete high-energy electromagnetic packets fly in opposite directions after positron annihilation. What are these packets? Answer:","In positron emission tomography, two discrete high-energy electromagnetic packet",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,0.8937830924987793,True,True
133,p0133,"When a nucleus captures a neutral particle in a reactor, it may become an unstable isotope of the same element. What particle is absorbed? Answer:","When a nucleus captures a neutral particle in a reactor, it may become an unstab",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,6.594324588775635,True,True
134,p0134,Uranium-238 undergoes neutron capture to produce plutonium-239; the neutral particles responsible for this transmutation are what? Answer:,Uranium-238 undergoes neutron capture to produce plutonium-239; the neutral part,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.186408519744873,True,True
135,p0135,"In laser-driven inertial confinement fusion, powerful lasers compress a fuel pellet until its positively charged nuclei fuse. What positively charged particles fuse? Answer:","In laser-driven inertial confinement fusion, powerful lasers compress a fuel pel",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,1.8050518035888672,True,True
136,p0136,"Unlike pions (mesons that mediate nuclear force), which neutral nucleon actually resides permanently in stable nuclei? Answer:","Unlike pions (mesons that mediate nuclear force), which neutral nucleon actually",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,2.2039289474487305,True,True
137,p0137,"Unlike the antiproton (which annihilates with protons), which stable positively charged nuclear particle exists in ordinary matter? Answer:","Unlike the antiproton (which annihilates with protons), which stable positively ",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,2.133547782897949,True,True
138,p0138,Which nuclear particle has zero charge but significant mass? Answer:,Which nuclear particle has zero charge but significant mass? Answer:,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,9.601098537445068,True,True
139,p0139,"In Thomson's cathode ray experiment, a beam of negative particles travelled from cathode to anode in a vacuum tube. What were these particles? Answer:","In Thomson's cathode ray experiment, a beam of negative particles travelled from",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,6.260394096374512,True,True
140,p0140,"In laser cooling, photons are absorbed and re-emitted to slow down negatively charged particles in a trap. What particles are trapped? Answer:","In laser cooling, photons are absorbed and re-emitted to slow down negatively ch",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,8.34570837020874,True,True
141,p0141,Positive ions form when an atom loses its outermost negatively charged particle. Which particle is lost? Answer:,Positive ions form when an atom loses its outermost negatively charged particle.,AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,3.4111814498901367,True,True
142,p0142,"In lead-208, there are 82 protons and 126 neutral nuclear particles. What are these neutral particles? Answer:","In lead-208, there are 82 protons and 126 neutral nuclear particles. What are th",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.174721240997314,True,True
143,p0143,"In thermionic emission, heating a cathode causes negatively charged particles to escape from the metal surface. What particles are emitted? Answer:","In thermionic emission, heating a cathode causes negatively charged particles to",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,8.94700813293457,True,True
144,p0144,"While electrons are leptons and neutrons are neutral baryons, which nuclear particle is a positively charged baryon? Answer:","While electrons are leptons and neutrons are neutral baryons, which nuclear part",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,4.136684417724609,True,True
145,p0145,"Unlike the pion (massive, mediates residual nuclear force), which massless particle carries electromagnetic energy between charged particles? Answer:","Unlike the pion (massive, mediates residual nuclear force), which massless parti",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,4.448410987854004,True,True
146,p0146,"Unlike the W boson (which mediates weak interactions), which neutral stable nucleon helps keep the nucleus together? Answer:","Unlike the W boson (which mediates weak interactions), which neutral stable nucl",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,3.6195363998413086,True,True
147,p0147,"Unlike the charged W± bosons (which mediate charged current interactions), which neutral massless boson mediates electromagnetism? Answer:","Unlike the charged W± bosons (which mediate charged current interactions), which",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,5.208723545074463,True,True
148,p0148,"Which particle, when exchanged between two charges, gives rise to the electromagnetic force? Answer:","Which particle, when exchanged between two charges, gives rise to the electromag",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,-0.7653512954711914,False,False
149,p0149,"Unlike the proton (charge +1) and neutron (charge 0), which atomic particle has charge −1? Answer:","Unlike the proton (charge +1) and neutron (charge 0), which atomic particle has ",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,12.068519711494446,True,True
150,p0150,The Large Hadron Collider accelerates beams of positively charged nuclear particles to near the speed of light. What particles are accelerated? Answer:,The Large Hadron Collider accelerates beams of positively charged nuclear partic,AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,7.07533073425293,True,True
151,p0151,"In particle physics, virtual particles mediate forces; the virtual particle responsible for electromagnetic repulsion between two electrons is a massless boson. What boson? Answer:","In particle physics, virtual particles mediate forces; the virtual particle resp",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,5.048319339752197,True,True
152,p0152,The atomic number of an element equals the count of positively charged particles in its nucleus. What particles are counted? Answer:,The atomic number of an element equals the count of positively charged particles,AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,2.8513083457946777,True,True
153,p0153,Which particle in the atomic nucleus has no electric charge? Answer:,Which particle in the atomic nucleus has no electric charge? Answer:,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,5.51282811164856,True,True
154,p0154,"In stellar nucleosynthesis, rapid neutron capture (r-process) involves a nucleus absorbing neutral particles faster than it can decay. What particles are captured? Answer:","In stellar nucleosynthesis, rapid neutron capture (r-process) involves a nucleus",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,9.379783630371094,True,True
155,p0155,The nuclear valley of stability shows that heavier nuclei require more neutral particles per proton to remain stable. What are these neutral particles? Answer:,The nuclear valley of stability shows that heavier nuclei require more neutral p,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,5.16215705871582,True,True
156,p0156,"In the fission of plutonium-239 in a fast reactor, fast neutral particles are released that can sustain the chain reaction without moderation. What particles sustain it? Answer:","In the fission of plutonium-239 in a fast reactor, fast neutral particles are re",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.612592697143555,True,True
157,p0157,"In stellar s-process nucleosynthesis, nuclei accumulate neutral particles one at a time, slowly building heavier stable isotopes. What neutral particles are captured? Answer:","In stellar s-process nucleosynthesis, nuclei accumulate neutral particles one at",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,6.289392948150635,True,True
158,p0158,"In muon spin rotation experiments, neutral nuclear particles in the muon-stopping material affect the local field. What particles are relevant? Answer:","In muon spin rotation experiments, neutral nuclear particles in the muon-stoppin",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,1.528111457824707,True,True
159,p0159,"In stimulated emission, an incoming discrete electromagnetic packet triggers an atom to release an identical packet. What is each packet? Answer:","In stimulated emission, an incoming discrete electromagnetic packet triggers an ",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,3.316478729248047,True,True
160,p0160,"In pair production near a nucleus, a high-energy photon creates a negatively charged particle and its antiparticle. What is the negatively charged particle? Answer:","In pair production near a nucleus, a high-energy photon creates a negatively cha",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,5.828739643096924,True,True
161,p0161,"In optical fibres, information is encoded in pulses of massless electromagnetic force carriers that travel with minimal loss. What carries the information? Answer:","In optical fibres, information is encoded in pulses of massless electromagnetic ",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,1.3522825241088867,True,True
162,p0162,"In quantum electrodynamics (QED), the electromagnetic force between two charged particles arises from the exchange of a massless boson. What is this boson? Answer:","In quantum electrodynamics (QED), the electromagnetic force between two charged ",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,5.5582194328308105,True,True
163,p0163,"In photodisintegration, a high-energy massless electromagnetic mediating particle breaks apart an atomic nucleus. What breaks the nucleus? Answer:","In photodisintegration, a high-energy massless electromagnetic mediating particl",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,2.058865547180176,True,True
164,p0164,"When a nucleus captures a thermal neutral particle in a reactor, it may gamma-decay and become a radioactive isotope of the same element. What particle is captured? Answer:","When a nucleus captures a thermal neutral particle in a reactor, it may gamma-de",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,6.29221510887146,True,True
165,p0165,"Unlike the Proca field (a hypothetical massive photon field), the real electromagnetic mediator is massless. What is this real, confirmed mediator? Answer:","Unlike the Proca field (a hypothetical massive photon field), the real electroma",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,5.514629364013672,True,True
166,p0166,"In beta-plus decay, a proton converts to a neutral nuclear particle, increasing the relative count of neutral particles in the nucleus. What neutral particle is produced? Answer:","In beta-plus decay, a proton converts to a neutral nuclear particle, increasing ",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,5.2216644287109375,True,True
167,p0167,"Unlike the massive Z boson that mediates weak neutral currents, which massless boson mediates electromagnetic interactions at all distances? Answer:","Unlike the massive Z boson that mediates weak neutral currents, which massless b",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,4.340040683746338,True,True
168,p0168,"In Millikan's oil drop experiment, the fundamental unit of positive charge was identified as the charge carried by which nuclear particle? Answer:","In Millikan's oil drop experiment, the fundamental unit of positive charge was i",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,5.08795690536499,True,True
169,p0169,A neutral hydrogen atom consists of one positive proton in the nucleus and one negatively charged particle in orbit. What is this orbiting particle? Answer:,A neutral hydrogen atom consists of one positive proton in the nucleus and one n,AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,6.899154186248779,True,True
170,p0170,The nuclear strong force acts equally between protons and the neutral particles in the nucleus. What are these neutral particles? Answer:,The nuclear strong force acts equally between protons and the neutral particles ,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,6.037257194519043,True,True
171,p0171,"When a nucleus undergoes radioactive alpha decay, it loses two positively charged nuclear particles along with two neutrons. What are these particles? Answer:","When a nucleus undergoes radioactive alpha decay, it loses two positively charge",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,1.5241966247558594,True,True
172,p0172,Radioactive beta-plus emitters convert a nuclear particle into a neutral one; the resulting neutral product remains in the nucleus. What is this neutral product? Answer:,Radioactive beta-plus emitters convert a nuclear particle into a neutral one; th,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,3.9513349533081055,True,True
173,p0173,"Unlike the W and Z bosons (which are massive and mediate the weak force), which massless boson mediates and carries electromagnetic energy? Answer:","Unlike the W and Z bosons (which are massive and mediate the weak force), which ",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,5.20643424987793,True,True
174,p0174,Adding one neutral nuclear particle to a stable nucleus can make it radioactive by pushing it off the stability line. What particle is added? Answer:,Adding one neutral nuclear particle to a stable nucleus can make it radioactive ,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,5.369135141372681,True,True
175,p0175,"In alpha decay, a nucleus loses two positively charged particles and two neutral particles, reducing nuclear size to gain stability. What neutral particles are lost? Answer:","In alpha decay, a nucleus loses two positively charged particles and two neutral",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,7.446242332458496,True,True
176,p0176,"Unlike the inflaton (hypothetical, drove cosmic inflation), which real massless boson mediates electromagnetism today? Answer:","Unlike the inflaton (hypothetical, drove cosmic inflation), which real massless ",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,5.555331230163574,True,True
177,p0177,"In absorption spectroscopy, atoms or molecules remove specific discrete electromagnetic packets from a beam of light. What is removed? Answer:","In absorption spectroscopy, atoms or molecules remove specific discrete electrom",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,2.114299774169922,True,True
178,p0178,"During nuclear transmutation in a reactor, a nucleus captures a neutral particle and becomes a heavier isotope of the same element. What particle is captured? Answer:","During nuclear transmutation in a reactor, a nucleus captures a neutral particle",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,6.245604038238525,True,True
179,p0179,"In Rayleigh scattering (which makes the sky blue), massless electromagnetic particles scatter off air molecules proportionally to the fourth power of frequency. What are these particles? Answer:","In Rayleigh scattering (which makes the sky blue), massless electromagnetic part",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,4.460993766784668,True,True
180,p0180,"In optical lattice clocks, atoms are trapped by the standing wave of massless electromagnetic force carriers at a precision frequency. What carriers form the trap? Answer:","In optical lattice clocks, atoms are trapped by the standing wave of massless el",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,4.234342575073242,True,True
181,p0181,Valence shells determine how atoms bond because they contain the outermost negatively charged particles. What are these particles? Answer:,Valence shells determine how atoms bond because they contain the outermost negat,AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,8.518689632415771,True,True
182,p0182,"While proton-proton repulsion destabilises heavy nuclei, which neutral nuclear particle binds them together via the strong force? Answer:","While proton-proton repulsion destabilises heavy nuclei, which neutral nuclear p",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,8.843395590782166,True,True
183,p0183,"In mass spectrometry, ions are separated by charge-to-mass ratio; the positive charge comes from the nucleus's positively charged particles. What are these? Answer:","In mass spectrometry, ions are separated by charge-to-mass ratio; the positive c",AUX,auxiliary,?,,,,,,,,proton,neutron,,,,,,,,False,False,False,False,False,True,,True,3.7524142265319824,True,True
184,p0184,"While protons give the nucleus its positive charge, which neutral particle contributes to nuclear mass without contributing charge? Answer:","While protons give the nucleus its positive charge, which neutral particle contr",AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,10.309462070465088,True,True
185,p0185,"In a neon sign, an electric field accelerates negatively charged particles through neon gas, which then emits coloured light. What are these particles? Answer:","In a neon sign, an electric field accelerates negatively charged particles throu",AUX,auxiliary,?,,,,,,,,electron,proton,,,,,,,,False,False,False,False,False,True,,True,8.265759468078613,True,True
186,p0186,"Unlike the electron, which massless particle is emitted when an atom undergoes a downward energy transition? Answer:","Unlike the electron, which massless particle is emitted when an atom undergoes a",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,2.118959426879883,True,True
187,p0187,Which particle contributes to atomic mass but not to atomic charge? Answer:,Which particle contributes to atomic mass but not to atomic charge? Answer:,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,6.142207622528076,True,True
188,p0188,"In electromagnetically induced transparency, a control beam of massless force carriers modifies how the medium responds to a probe beam. What are these force carriers? Answer:","In electromagnetically induced transparency, a control beam of massless force ca",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,4.659393310546875,True,True
189,p0189,"In gamma-ray bursts, massive quantities of massless electromagnetic force carriers are released in brief intense flashes. What particles are released? Answer:","In gamma-ray bursts, massive quantities of massless electromagnetic force carrie",AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,3.050201416015625,True,True
190,p0190,Carbon-12's stability comes partly from equal numbers of protons and neutral nuclear particles. What are these neutral particles? Answer:,Carbon-12's stability comes partly from equal numbers of protons and neutral nuc,AUX,auxiliary,?,,,,,,,,neutron,proton,,,,,,,,False,False,False,False,False,True,,True,7.0172271728515625,True,True
191,p0191,Which force carrier of electromagnetism has zero rest mass? Answer:,Which force carrier of electromagnetism has zero rest mass? Answer:,AUX,auxiliary,?,,,,,,,,photon,electron,,,,,,,,False,False,False,False,False,True,,True,4.720389127731323,True,True
