feature_id,layer,ranking_metric,rank,metric_value,community,role_label,prompt_idx,prompt_id,prompt_short,level,group_id,cue_label,latent_state_target,correct_answer,is_anchor,is_kw_variant,is_auxiliary,baseline_sign_diff,sign_correct
L20_F111138,20,abs_effect_size,6,5.0625,,,305,p0305,Atomic emission spectra arise when atoms release discrete packets of electromagn,AUX,?,,,photon,False,False,False,1.6420698165893557,True
L20_F111138,20,abs_effect_size,7,4.875,,,80,p0080,"While protons cause electromagnetic repulsion in the nucleus, which neutral part",AUX,?,,,neutron,False,False,False,8.256889343261719,True
L20_F111138,20,abs_effect_size,8,4.59375,,,414,p0414,"While electrons are expelled in beta-minus decay, which neutral nuclear particle",AUX,?,,,neutron,False,False,False,3.9894614219665527,True
L20_F111138,20,abs_effect_size,9,4.5625,,,432,p0432,Which fundamental particle is the carrier of both light and electromagnetic radi,AUX,?,,,photon,False,False,False,2.0639381408691406,True
L20_F111138,20,abs_effect_size,10,4.5,,,53,p0053,Which zero-mass particle is the force carrier of electromagnetism? Answer:,AUX,?,,,photon,False,False,False,0.4686808586120605,True
L20_F111313,20,abs_effect_size,1,6.125,,,148,p0148,"Which particle, when exchanged between two charges, gives rise to the electromag",AUX,?,,,photon,False,False,False,-0.7653512954711914,False
L20_F111313,20,abs_effect_size,2,5.1875,,,138,p0138,Which nuclear particle has zero charge but significant mass? Answer:,AUX,?,,,neutron,False,False,False,9.601098537445068,True
L20_F111313,20,abs_effect_size,3,5.15625,,,301,p0301,"Which nuclear particle, when present in the right number relative to protons, pr",AUX,?,,,neutron,False,False,False,6.355813980102539,True
L20_F111313,20,abs_effect_size,4,5.15625,,,305,p0305,Atomic emission spectra arise when atoms release discrete packets of electromagn,AUX,?,,,photon,False,False,False,1.6420698165893557,True
L20_F111313,20,abs_effect_size,5,5.0625,,,247,p0247,Which massless particle mediates the electromagnetic force between charged parti,AUX,?,,,photon,False,False,False,0.5027980804443359,True
L20_F111313,20,abs_effect_size,6,5.0625,,,325,p0325,"Unlike spin-2 gravitons (theoretical, carry gravity), which spin-1 massless part",AUX,?,,,photon,False,False,False,3.0164108276367188,True
L20_F111313,20,abs_effect_size,7,4.78125,,,80,p0080,"While protons cause electromagnetic repulsion in the nucleus, which neutral part",AUX,?,,,neutron,False,False,False,8.256889343261719,True
L20_F111313,20,abs_effect_size,8,4.6875,,,414,p0414,"While electrons are expelled in beta-minus decay, which neutral nuclear particle",AUX,?,,,neutron,False,False,False,3.9894614219665527,True
L20_F111313,20,abs_effect_size,9,4.5625,,,53,p0053,Which zero-mass particle is the force carrier of electromagnetism? Answer:,AUX,?,,,photon,False,False,False,0.4686808586120605,True
L20_F111313,20,abs_effect_size,10,4.5625,,,432,p0432,Which fundamental particle is the carrier of both light and electromagnetic radi,AUX,?,,,photon,False,False,False,2.0639381408691406,True
L20_F117855,20,abs_effect_size,1,6.3125,,,148,p0148,"Which particle, when exchanged between two charges, gives rise to the electromag",AUX,?,,,photon,False,False,False,-0.7653512954711914,False
L20_F117855,20,abs_effect_size,2,5.3125,,,305,p0305,Atomic emission spectra arise when atoms release discrete packets of electromagn,AUX,?,,,photon,False,False,False,1.6420698165893557,True
L20_F117855,20,abs_effect_size,3,5.25,,,138,p0138,Which nuclear particle has zero charge but significant mass? Answer:,AUX,?,,,neutron,False,False,False,9.601098537445068,True
L20_F117855,20,abs_effect_size,4,5.1875,,,247,p0247,Which massless particle mediates the electromagnetic force between charged parti,AUX,?,,,photon,False,False,False,0.5027980804443359,True
L20_F117855,20,abs_effect_size,5,5.09375,,,301,p0301,"Which nuclear particle, when present in the right number relative to protons, pr",AUX,?,,,neutron,False,False,False,6.355813980102539,True
L20_F117855,20,abs_effect_size,6,5.09375,,,325,p0325,"Unlike spin-2 gravitons (theoretical, carry gravity), which spin-1 massless part",AUX,?,,,photon,False,False,False,3.0164108276367188,True
L20_F117855,20,abs_effect_size,7,4.9375,,,80,p0080,"While protons cause electromagnetic repulsion in the nucleus, which neutral part",AUX,?,,,neutron,False,False,False,8.256889343261719,True
L20_F117855,20,abs_effect_size,8,4.65625,,,114,p0114,"Unlike electrons and protons, which nuclear particle cannot be detected directly",AUX,?,,,neutron,False,False,False,11.32456636428833,True
L20_F117855,20,abs_effect_size,9,4.65625,,,414,p0414,"While electrons are expelled in beta-minus decay, which neutral nuclear particle",AUX,?,,,neutron,False,False,False,3.9894614219665527,True
L20_F117855,20,abs_effect_size,10,4.5625,,,432,p0432,Which fundamental particle is the carrier of both light and electromagnetic radi,AUX,?,,,photon,False,False,False,2.0639381408691406,True
L20_F24337,20,abs_effect_size,1,6.125,1.0,α-attr,148,p0148,"Which particle, when exchanged between two charges, gives rise to the electromag",AUX,?,,,photon,False,False,False,-0.7653512954711914,False
L20_F24337,20,abs_effect_size,2,5.53125,1.0,α-attr,325,p0325,"Unlike spin-2 gravitons (theoretical, carry gravity), which spin-1 massless part",AUX,?,,,photon,False,False,False,3.0164108276367188,True
L20_F24337,20,abs_effect_size,3,5.34375,1.0,α-attr,301,p0301,"Which nuclear particle, when present in the right number relative to protons, pr",AUX,?,,,neutron,False,False,False,6.355813980102539,True
L20_F24337,20,abs_effect_size,4,5.34375,1.0,α-attr,305,p0305,Atomic emission spectra arise when atoms release discrete packets of electromagn,AUX,?,,,photon,False,False,False,1.6420698165893557,True
L20_F24337,20,abs_effect_size,5,5.1875,1.0,α-attr,80,p0080,"While protons cause electromagnetic repulsion in the nucleus, which neutral part",AUX,?,,,neutron,False,False,False,8.256889343261719,True
L20_F24337,20,abs_effect_size,6,5.1875,1.0,α-attr,138,p0138,Which nuclear particle has zero charge but significant mass? Answer:,AUX,?,,,neutron,False,False,False,9.601098537445068,True
L20_F24337,20,abs_effect_size,7,4.875,1.0,α-attr,247,p0247,Which massless particle mediates the electromagnetic force between charged parti,AUX,?,,,photon,False,False,False,0.5027980804443359,True
L20_F24337,20,abs_effect_size,8,4.6875,1.0,α-attr,114,p0114,"Unlike electrons and protons, which nuclear particle cannot be detected directly",AUX,?,,,neutron,False,False,False,11.32456636428833,True
L20_F24337,20,abs_effect_size,9,4.6875,1.0,α-attr,414,p0414,"While electrons are expelled in beta-minus decay, which neutral nuclear particle",AUX,?,,,neutron,False,False,False,3.9894614219665527,True
L20_F24337,20,abs_effect_size,10,4.5625,1.0,α-attr,432,p0432,Which fundamental particle is the carrier of both light and electromagnetic radi,AUX,?,,,photon,False,False,False,2.0639381408691406,True
L21_F122057,21,abs_effect_size,1,4.5625,,,305,p0305,Atomic emission spectra arise when atoms release discrete packets of electromagn,AUX,?,,,photon,False,False,False,1.6420698165893557,True
L21_F122057,21,abs_effect_size,2,4.375,,,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L21_F122057,21,abs_effect_size,3,3.5625,,,127,p0127,"In photochemistry, a reaction is triggered when a molecule absorbs a discrete el",AUX,?,,,photon,False,False,False,2.6260881423950195,True
L21_F122057,21,abs_effect_size,4,3.4375,,,366,p0366,"In bioluminescence, chemical reactions in organisms produce discrete electromagn",AUX,?,,,photon,False,False,False,1.7533321380615234,True
L21_F122057,21,abs_effect_size,5,3.3125,,,132,p0132,"In positron emission tomography, two discrete high-energy electromagnetic packet",AUX,?,,,photon,False,False,False,0.8937830924987793,True
L21_F122057,21,abs_effect_size,6,3.21875,,,329,p0329,"In synchrotron radiation, relativistic electrons emit discrete electromagnetic e",AUX,?,,,photon,False,False,False,1.6339683532714844,True
L21_F122057,21,abs_effect_size,7,3.09375,,,358,p0358,"In Doppler laser cooling, discrete electromagnetic packets carry momentum that s",AUX,?,,,photon,False,False,False,3.232701301574707,True
L21_F122057,21,abs_effect_size,8,2.75,,,17,p0017,"During nuclear de-excitation, the nucleus releases energy as a very high-energy ",AUX,?,,,photon,False,False,False,0.7735161781311035,True
L21_F122057,21,abs_effect_size,9,2.6875,,,130,p0130,"In Mössbauer spectroscopy, discrete high-energy electromagnetic packets are emit",AUX,?,,,photon,False,False,False,0.5805397033691406,True
L21_F122057,21,abs_effect_size,10,2.5625,,,343,p0343,Which constituent of atomic nuclei carries no electric charge? Answer:,AUX,?,,,neutron,False,False,False,6.5862767696380615,True
L21_F144598,21,abs_effect_size,1,3.90625,2.0,α-attr,305,p0305,Atomic emission spectra arise when atoms release discrete packets of electromagn,AUX,?,,,photon,False,False,False,1.6420698165893557,True
L21_F144598,21,abs_effect_size,2,3.53125,2.0,α-attr,127,p0127,"In photochemistry, a reaction is triggered when a molecule absorbs a discrete el",AUX,?,,,photon,False,False,False,2.6260881423950195,True
L21_F144598,21,abs_effect_size,3,2.84375,2.0,α-attr,358,p0358,"In Doppler laser cooling, discrete electromagnetic packets carry momentum that s",AUX,?,,,photon,False,False,False,3.232701301574707,True
L21_F144598,21,abs_effect_size,4,2.8125,2.0,α-attr,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L21_F144598,21,abs_effect_size,5,2.53125,2.0,α-attr,329,p0329,"In synchrotron radiation, relativistic electrons emit discrete electromagnetic e",AUX,?,,,photon,False,False,False,1.6339683532714844,True
L21_F144598,21,abs_effect_size,6,2.5,2.0,α-attr,221,p0221,"Unlike the graviton (hypothetical, massless, but mediates gravity), which confir",AUX,?,,,photon,False,False,False,7.76081371307373,True
L21_F144598,21,abs_effect_size,7,2.4375,2.0,α-attr,343,p0343,Which constituent of atomic nuclei carries no electric charge? Answer:,AUX,?,,,neutron,False,False,False,6.5862767696380615,True
L21_F144598,21,abs_effect_size,8,2.375,2.0,α-attr,159,p0159,"In stimulated emission, an incoming discrete electromagnetic packet triggers an ",AUX,?,,,photon,False,False,False,3.316478729248047,True
L21_F144598,21,abs_effect_size,9,2.34375,2.0,α-attr,223,p0223,"Unlike the graviton (hypothetical, carries gravity), which confirmed massless pa",AUX,?,,,photon,False,False,False,6.112358808517456,True
L21_F144598,21,abs_effect_size,10,2.3125,2.0,α-attr,366,p0366,"In bioluminescence, chemical reactions in organisms produce discrete electromagn",AUX,?,,,photon,False,False,False,1.7533321380615234,True
L21_F15419,21,abs_effect_size,1,4.5625,,,305,p0305,Atomic emission spectra arise when atoms release discrete packets of electromagn,AUX,?,,,photon,False,False,False,1.6420698165893557,True
L21_F15419,21,abs_effect_size,2,4.25,,,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L21_F15419,21,abs_effect_size,3,3.59375,,,127,p0127,"In photochemistry, a reaction is triggered when a molecule absorbs a discrete el",AUX,?,,,photon,False,False,False,2.6260881423950195,True
L21_F15419,21,abs_effect_size,4,3.375,,,132,p0132,"In positron emission tomography, two discrete high-energy electromagnetic packet",AUX,?,,,photon,False,False,False,0.8937830924987793,True
L21_F15419,21,abs_effect_size,5,3.375,,,366,p0366,"In bioluminescence, chemical reactions in organisms produce discrete electromagn",AUX,?,,,photon,False,False,False,1.7533321380615234,True
L21_F15419,21,abs_effect_size,6,3.09375,,,329,p0329,"In synchrotron radiation, relativistic electrons emit discrete electromagnetic e",AUX,?,,,photon,False,False,False,1.6339683532714844,True
L21_F15419,21,abs_effect_size,7,3.09375,,,358,p0358,"In Doppler laser cooling, discrete electromagnetic packets carry momentum that s",AUX,?,,,photon,False,False,False,3.232701301574707,True
L21_F15419,21,abs_effect_size,8,2.8125,,,17,p0017,"During nuclear de-excitation, the nucleus releases energy as a very high-energy ",AUX,?,,,photon,False,False,False,0.7735161781311035,True
L21_F15419,21,abs_effect_size,9,2.6875,,,130,p0130,"In Mössbauer spectroscopy, discrete high-energy electromagnetic packets are emit",AUX,?,,,photon,False,False,False,0.5805397033691406,True
L21_F15419,21,abs_effect_size,10,2.53125,,,115,p0115,"In fluorescence microscopy, fluorescent labels emit discrete electromagnetic ene",AUX,?,,,photon,False,False,False,1.849224090576172,True
L21_F20252,21,abs_effect_size,1,4.0,2.0,α-attr,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L21_F20252,21,abs_effect_size,2,3.53125,2.0,α-attr,127,p0127,"In photochemistry, a reaction is triggered when a molecule absorbs a discrete el",AUX,?,,,photon,False,False,False,2.6260881423950195,True
L21_F20252,21,abs_effect_size,3,3.46875,2.0,α-attr,305,p0305,Atomic emission spectra arise when atoms release discrete packets of electromagn,AUX,?,,,photon,False,False,False,1.6420698165893557,True
L21_F20252,21,abs_effect_size,4,3.03125,2.0,α-attr,358,p0358,"In Doppler laser cooling, discrete electromagnetic packets carry momentum that s",AUX,?,,,photon,False,False,False,3.232701301574707,True
L21_F20252,21,abs_effect_size,5,2.65625,2.0,α-attr,329,p0329,"In synchrotron radiation, relativistic electrons emit discrete electromagnetic e",AUX,?,,,photon,False,False,False,1.6339683532714844,True
L21_F20252,21,abs_effect_size,6,2.375,2.0,α-attr,366,p0366,"In bioluminescence, chemical reactions in organisms produce discrete electromagn",AUX,?,,,photon,False,False,False,1.7533321380615234,True
L21_F20252,21,abs_effect_size,7,2.3125,2.0,α-attr,130,p0130,"In Mössbauer spectroscopy, discrete high-energy electromagnetic packets are emit",AUX,?,,,photon,False,False,False,0.5805397033691406,True
L21_F20252,21,abs_effect_size,8,2.3125,2.0,α-attr,159,p0159,"In stimulated emission, an incoming discrete electromagnetic packet triggers an ",AUX,?,,,photon,False,False,False,3.316478729248047,True
L21_F20252,21,abs_effect_size,9,2.3125,2.0,α-attr,372,p0372,"In Coulomb's law, the force between two charges can be understood quantum mechan",AUX,?,,,photon,False,False,False,6.448289394378662,True
L21_F20252,21,abs_effect_size,10,2.25,2.0,α-attr,221,p0221,"Unlike the graviton (hypothetical, massless, but mediates gravity), which confir",AUX,?,,,photon,False,False,False,7.76081371307373,True
L21_F27974,21,abs_effect_size,1,4.46875,1.0,α-attr,305,p0305,Atomic emission spectra arise when atoms release discrete packets of electromagn,AUX,?,,,photon,False,False,False,1.6420698165893557,True
L21_F27974,21,abs_effect_size,2,4.1875,1.0,α-attr,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L21_F27974,21,abs_effect_size,3,3.5,1.0,α-attr,127,p0127,"In photochemistry, a reaction is triggered when a molecule absorbs a discrete el",AUX,?,,,photon,False,False,False,2.6260881423950195,True
L21_F27974,21,abs_effect_size,4,3.15625,1.0,α-attr,358,p0358,"In Doppler laser cooling, discrete electromagnetic packets carry momentum that s",AUX,?,,,photon,False,False,False,3.232701301574707,True
L21_F27974,21,abs_effect_size,5,3.09375,1.0,α-attr,329,p0329,"In synchrotron radiation, relativistic electrons emit discrete electromagnetic e",AUX,?,,,photon,False,False,False,1.6339683532714844,True
L21_F27974,21,abs_effect_size,6,3.0,1.0,α-attr,366,p0366,"In bioluminescence, chemical reactions in organisms produce discrete electromagn",AUX,?,,,photon,False,False,False,1.7533321380615234,True
L21_F27974,21,abs_effect_size,7,2.875,1.0,α-attr,17,p0017,"During nuclear de-excitation, the nucleus releases energy as a very high-energy ",AUX,?,,,photon,False,False,False,0.7735161781311035,True
L21_F27974,21,abs_effect_size,8,2.75,1.0,α-attr,132,p0132,"In positron emission tomography, two discrete high-energy electromagnetic packet",AUX,?,,,photon,False,False,False,0.8937830924987793,True
L21_F27974,21,abs_effect_size,9,2.5625,1.0,α-attr,130,p0130,"In Mössbauer spectroscopy, discrete high-energy electromagnetic packets are emit",AUX,?,,,photon,False,False,False,0.5805397033691406,True
L21_F27974,21,abs_effect_size,10,2.5,1.0,α-attr,221,p0221,"Unlike the graviton (hypothetical, massless, but mediates gravity), which confir",AUX,?,,,photon,False,False,False,7.76081371307373,True
L21_F31790,21,abs_effect_size,1,4.4375,1.0,α-attr,305,p0305,Atomic emission spectra arise when atoms release discrete packets of electromagn,AUX,?,,,photon,False,False,False,1.6420698165893557,True
L21_F31790,21,abs_effect_size,2,4.375,1.0,α-attr,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L21_F31790,21,abs_effect_size,3,3.5,1.0,α-attr,127,p0127,"In photochemistry, a reaction is triggered when a molecule absorbs a discrete el",AUX,?,,,photon,False,False,False,2.6260881423950195,True
L21_F31790,21,abs_effect_size,4,3.25,1.0,α-attr,366,p0366,"In bioluminescence, chemical reactions in organisms produce discrete electromagn",AUX,?,,,photon,False,False,False,1.7533321380615234,True
L21_F31790,21,abs_effect_size,5,3.03125,1.0,α-attr,329,p0329,"In synchrotron radiation, relativistic electrons emit discrete electromagnetic e",AUX,?,,,photon,False,False,False,1.6339683532714844,True
L21_F31790,21,abs_effect_size,6,3.03125,1.0,α-attr,358,p0358,"In Doppler laser cooling, discrete electromagnetic packets carry momentum that s",AUX,?,,,photon,False,False,False,3.232701301574707,True
L21_F31790,21,abs_effect_size,7,2.9375,1.0,α-attr,132,p0132,"In positron emission tomography, two discrete high-energy electromagnetic packet",AUX,?,,,photon,False,False,False,0.8937830924987793,True
L21_F31790,21,abs_effect_size,8,2.6875,1.0,α-attr,130,p0130,"In Mössbauer spectroscopy, discrete high-energy electromagnetic packets are emit",AUX,?,,,photon,False,False,False,0.5805397033691406,True
L21_F31790,21,abs_effect_size,9,2.625,1.0,α-attr,17,p0017,"During nuclear de-excitation, the nucleus releases energy as a very high-energy ",AUX,?,,,photon,False,False,False,0.7735161781311035,True
L21_F31790,21,abs_effect_size,10,2.5625,1.0,α-attr,108,p0108,"In nuclear structure physics, adding one neutral particle to carbon-12 produces ",AUX,?,,,neutron,False,False,False,5.977040410041809,True
L22_F118125,22,abs_effect_size,1,6.5,,,50,p0050,"While adding a proton would change the element entirely, adding which neutral nu",AUX,?,,,neutron,False,False,False,11.935192227363586,True
L22_F118125,22,abs_effect_size,2,5.875,,,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L22_F118125,22,abs_effect_size,3,5.4375,,,81,p0081,"Unlike protons that repel each other electromagnetically, which neutral nuclear ",AUX,?,,,neutron,False,False,False,9.97156047821045,True
L22_F118125,22,abs_effect_size,4,4.9375,,,170,p0170,The nuclear strong force acts equally between protons and the neutral particles ,AUX,?,,,neutron,False,False,False,6.037257194519043,True
L22_F118125,22,abs_effect_size,5,4.84375,,,187,p0187,Which particle contributes to atomic mass but not to atomic charge? Answer:,AUX,?,,,neutron,False,False,False,6.142207622528076,True
L22_F118125,22,abs_effect_size,6,4.796875,,,406,p0406,"Deuterium, the heavy isotope of hydrogen, contains one proton and one neutral nu",AUX,?,,,neutron,False,False,False,8.731446027755737,True
L22_F118125,22,abs_effect_size,7,4.75,,,108,p0108,"In nuclear structure physics, adding one neutral particle to carbon-12 produces ",AUX,?,,,neutron,False,False,False,5.977040410041809,True
L22_F118125,22,abs_effect_size,8,4.6875,,,142,p0142,"In lead-208, there are 82 protons and 126 neutral nuclear particles. What are th",AUX,?,,,neutron,False,False,False,8.174721240997314,True
L22_F118125,22,abs_effect_size,9,4.6875,,,301,p0301,"Which nuclear particle, when present in the right number relative to protons, pr",AUX,?,,,neutron,False,False,False,6.355813980102539,True
L22_F118125,22,abs_effect_size,10,4.65625,,,367,p0367,Protons and which neutral nuclear particle together are collectively called nucl,AUX,?,,,neutron,False,False,False,6.942437171936035,True
L22_F139040,22,abs_effect_size,1,6.59375,,,50,p0050,"While adding a proton would change the element entirely, adding which neutral nu",AUX,?,,,neutron,False,False,False,11.935192227363586,True
L22_F139040,22,abs_effect_size,2,5.9375,,,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L22_F139040,22,abs_effect_size,3,5.78125,,,81,p0081,"Unlike protons that repel each other electromagnetically, which neutral nuclear ",AUX,?,,,neutron,False,False,False,9.97156047821045,True
L22_F139040,22,abs_effect_size,4,4.9375,,,406,p0406,"Deuterium, the heavy isotope of hydrogen, contains one proton and one neutral nu",AUX,?,,,neutron,False,False,False,8.731446027755737,True
L22_F139040,22,abs_effect_size,5,4.84375,,,187,p0187,Which particle contributes to atomic mass but not to atomic charge? Answer:,AUX,?,,,neutron,False,False,False,6.142207622528076,True
L22_F139040,22,abs_effect_size,6,4.75,,,170,p0170,The nuclear strong force acts equally between protons and the neutral particles ,AUX,?,,,neutron,False,False,False,6.037257194519043,True
L22_F139040,22,abs_effect_size,7,4.71875,,,398,p0398,"In the valley of stability, nuclei with too many neutral particles relative to p",AUX,?,,,neutron,False,False,False,7.341538429260254,True
L22_F139040,22,abs_effect_size,8,4.703125,,,108,p0108,"In nuclear structure physics, adding one neutral particle to carbon-12 produces ",AUX,?,,,neutron,False,False,False,5.977040410041809,True
L22_F139040,22,abs_effect_size,9,4.6875,,,142,p0142,"In lead-208, there are 82 protons and 126 neutral nuclear particles. What are th",AUX,?,,,neutron,False,False,False,8.174721240997314,True
L22_F139040,22,abs_effect_size,10,4.6875,,,367,p0367,Protons and which neutral nuclear particle together are collectively called nucl,AUX,?,,,neutron,False,False,False,6.942437171936035,True
L22_F27223,22,abs_effect_size,1,6.53125,,,50,p0050,"While adding a proton would change the element entirely, adding which neutral nu",AUX,?,,,neutron,False,False,False,11.935192227363586,True
L22_F27223,22,abs_effect_size,2,5.78125,,,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L22_F27223,22,abs_effect_size,3,5.59375,,,81,p0081,"Unlike protons that repel each other electromagnetically, which neutral nuclear ",AUX,?,,,neutron,False,False,False,9.97156047821045,True
L22_F27223,22,abs_effect_size,4,4.828125,,,187,p0187,Which particle contributes to atomic mass but not to atomic charge? Answer:,AUX,?,,,neutron,False,False,False,6.142207622528076,True
L22_F27223,22,abs_effect_size,5,4.8125,,,406,p0406,"Deuterium, the heavy isotope of hydrogen, contains one proton and one neutral nu",AUX,?,,,neutron,False,False,False,8.731446027755737,True
L22_F27223,22,abs_effect_size,6,4.75,,,170,p0170,The nuclear strong force acts equally between protons and the neutral particles ,AUX,?,,,neutron,False,False,False,6.037257194519043,True
L22_F27223,22,abs_effect_size,7,4.75,,,301,p0301,"Which nuclear particle, when present in the right number relative to protons, pr",AUX,?,,,neutron,False,False,False,6.355813980102539,True
L22_F27223,22,abs_effect_size,8,4.6875,,,108,p0108,"In nuclear structure physics, adding one neutral particle to carbon-12 produces ",AUX,?,,,neutron,False,False,False,5.977040410041809,True
L22_F27223,22,abs_effect_size,9,4.625,,,142,p0142,"In lead-208, there are 82 protons and 126 neutral nuclear particles. What are th",AUX,?,,,neutron,False,False,False,8.174721240997314,True
L22_F27223,22,abs_effect_size,10,4.625,,,367,p0367,Protons and which neutral nuclear particle together are collectively called nucl,AUX,?,,,neutron,False,False,False,6.942437171936035,True
L22_F39641,22,abs_effect_size,1,6.78125,2.0,α-attr,50,p0050,"While adding a proton would change the element entirely, adding which neutral nu",AUX,?,,,neutron,False,False,False,11.935192227363586,True
L22_F39641,22,abs_effect_size,2,5.90625,2.0,α-attr,81,p0081,"Unlike protons that repel each other electromagnetically, which neutral nuclear ",AUX,?,,,neutron,False,False,False,9.97156047821045,True
L22_F39641,22,abs_effect_size,3,5.375,2.0,α-attr,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L22_F39641,22,abs_effect_size,4,4.84375,2.0,α-attr,170,p0170,The nuclear strong force acts equally between protons and the neutral particles ,AUX,?,,,neutron,False,False,False,6.037257194519043,True
L22_F39641,22,abs_effect_size,5,4.75,2.0,α-attr,367,p0367,Protons and which neutral nuclear particle together are collectively called nucl,AUX,?,,,neutron,False,False,False,6.942437171936035,True
L22_F39641,22,abs_effect_size,6,4.71875,2.0,α-attr,142,p0142,"In lead-208, there are 82 protons and 126 neutral nuclear particles. What are th",AUX,?,,,neutron,False,False,False,8.174721240997314,True
L22_F39641,22,abs_effect_size,7,4.703125,2.0,α-attr,406,p0406,"Deuterium, the heavy isotope of hydrogen, contains one proton and one neutral nu",AUX,?,,,neutron,False,False,False,8.731446027755737,True
L22_F39641,22,abs_effect_size,8,4.6875,2.0,α-attr,108,p0108,"In nuclear structure physics, adding one neutral particle to carbon-12 produces ",AUX,?,,,neutron,False,False,False,5.977040410041809,True
L22_F39641,22,abs_effect_size,9,4.59375,2.0,α-attr,187,p0187,Which particle contributes to atomic mass but not to atomic charge? Answer:,AUX,?,,,neutron,False,False,False,6.142207622528076,True
L22_F39641,22,abs_effect_size,10,4.59375,2.0,α-attr,301,p0301,"Which nuclear particle, when present in the right number relative to protons, pr",AUX,?,,,neutron,False,False,False,6.355813980102539,True
L22_F41906,22,abs_effect_size,1,6.4375,,,50,p0050,"While adding a proton would change the element entirely, adding which neutral nu",AUX,?,,,neutron,False,False,False,11.935192227363586,True
L22_F41906,22,abs_effect_size,2,5.875,,,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L22_F41906,22,abs_effect_size,3,5.65625,,,81,p0081,"Unlike protons that repel each other electromagnetically, which neutral nuclear ",AUX,?,,,neutron,False,False,False,9.97156047821045,True
L22_F41906,22,abs_effect_size,4,4.828125,,,406,p0406,"Deuterium, the heavy isotope of hydrogen, contains one proton and one neutral nu",AUX,?,,,neutron,False,False,False,8.731446027755737,True
L22_F41906,22,abs_effect_size,5,4.75,,,170,p0170,The nuclear strong force acts equally between protons and the neutral particles ,AUX,?,,,neutron,False,False,False,6.037257194519043,True
L22_F41906,22,abs_effect_size,6,4.71875,,,301,p0301,"Which nuclear particle, when present in the right number relative to protons, pr",AUX,?,,,neutron,False,False,False,6.355813980102539,True
L22_F41906,22,abs_effect_size,7,4.6875,,,108,p0108,"In nuclear structure physics, adding one neutral particle to carbon-12 produces ",AUX,?,,,neutron,False,False,False,5.977040410041809,True
L22_F41906,22,abs_effect_size,8,4.59375,,,142,p0142,"In lead-208, there are 82 protons and 126 neutral nuclear particles. What are th",AUX,?,,,neutron,False,False,False,8.174721240997314,True
L22_F41906,22,abs_effect_size,9,4.59375,,,187,p0187,Which particle contributes to atomic mass but not to atomic charge? Answer:,AUX,?,,,neutron,False,False,False,6.142207622528076,True
L22_F41906,22,abs_effect_size,10,4.4375,,,76,p0076,Which neutral nucleon allows heavy nuclei to exist without flying apart from pro,AUX,?,,,neutron,False,False,False,7.221993923187256,True
L22_F63642,22,abs_effect_size,1,6.59375,,,50,p0050,"While adding a proton would change the element entirely, adding which neutral nu",AUX,?,,,neutron,False,False,False,11.935192227363586,True
L22_F63642,22,abs_effect_size,2,5.875,,,413,p0413,What is the quantum of the electromagnetic field called? Answer:,AUX,?,,,photon,False,False,False,6.356540679931641,True
L22_F63642,22,abs_effect_size,3,5.75,,,81,p0081,"Unlike protons that repel each other electromagnetically, which neutral nuclear ",AUX,?,,,neutron,False,False,False,9.97156047821045,True
L22_F63642,22,abs_effect_size,4,4.953125,,,406,p0406,"Deuterium, the heavy isotope of hydrogen, contains one proton and one neutral nu",AUX,?,,,neutron,False,False,False,8.731446027755737,True
L22_F63642,22,abs_effect_size,5,4.75,,,170,p0170,The nuclear strong force acts equally between protons and the neutral particles ,AUX,?,,,neutron,False,False,False,6.037257194519043,True
L22_F63642,22,abs_effect_size,6,4.71875,,,187,p0187,Which particle contributes to atomic mass but not to atomic charge? Answer:,AUX,?,,,neutron,False,False,False,6.142207622528076,True
L22_F63642,22,abs_effect_size,7,4.71875,,,367,p0367,Protons and which neutral nuclear particle together are collectively called nucl,AUX,?,,,neutron,False,False,False,6.942437171936035,True
L22_F63642,22,abs_effect_size,8,4.71875,,,398,p0398,"In the valley of stability, nuclei with too many neutral particles relative to p",AUX,?,,,neutron,False,False,False,7.341538429260254,True
