experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,feature_source,skipped_reason,layer_has_graph_features,feature_id,concept_index,meta.prompt,meta.correct_token,meta.incorrect_token,meta.mode,behaviour,split,model_size,graph_n_prompts,run_id,prep_timestamp,in_common_prompt_set,in_common_layer_set
ablation_zero,5,22,[93236],2.9375,2.875,-0.0625,0.0625,0.0212765956722498,False,graph,,True,L22_F93236,-1,"Radium-226 emits a particle and becomes radon-222, with atomic number decreasing from 88 to 86. Is t", alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,5,23,[83556],2.9375,3.78125,0.84375,0.84375,0.2872340415753734,False,graph,,True,L23_F83556,-1,"Radium-226 emits a particle and becomes radon-222, with atomic number decreasing from 88 to 86. Is t", alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,5,23,[71067],2.9375,4.0,1.0625,1.0625,0.361702126428248,False,graph,,True,L23_F71067,-1,"Radium-226 emits a particle and becomes radon-222, with atomic number decreasing from 88 to 86. Is t", alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,5,24,[60777],2.9375,2.9375,0.0,0.0,0.0,False,graph,,True,L24_F60777,-1,"Radium-226 emits a particle and becomes radon-222, with atomic number decreasing from 88 to 86. Is t", alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,5,24,[249],2.9375,2.5625,-0.375,0.375,0.1276595740334993,False,graph,,True,L24_F249,-1,"Radium-226 emits a particle and becomes radon-222, with atomic number decreasing from 88 to 86. Is t", alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,5,24,[52031],2.9375,2.8125,-0.125,0.125,0.0425531913444997,False,graph,,True,L24_F52031,-1,"Radium-226 emits a particle and becomes radon-222, with atomic number decreasing from 88 to 86. Is t", alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,5,25,[71226],2.9375,2.625,-0.3125,0.3125,0.1063829783612494,False,graph,,True,L25_F71226,-1,"Radium-226 emits a particle and becomes radon-222, with atomic number decreasing from 88 to 86. Is t", alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,5,25,[110282],2.9375,2.8125,-0.125,0.125,0.0425531913444997,False,graph,,True,L25_F110282,-1,"Radium-226 emits a particle and becomes radon-222, with atomic number decreasing from 88 to 86. Is t", alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,5,25,[106028],2.9375,2.84375,-0.09375,0.09375,0.0319148935083748,False,graph,,True,L25_F106028,-1,"Radium-226 emits a particle and becomes radon-222, with atomic number decreasing from 88 to 86. Is t", alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,10,[128064],1.5,1.25,-0.25,0.25,0.1666666655555555,False,graph,,True,L10_F128064,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,10,[35580],1.5,1.375,-0.125,0.125,0.0833333327777777,False,graph,,True,L10_F35580,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,10,[97799],1.5,1.40625,-0.09375,0.09375,0.0624999995833333,False,graph,,True,L10_F97799,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,11,[151375],1.5,2.46875,0.96875,0.96875,0.6458333290277778,False,graph,,True,L11_F151375,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,11,[35425],1.5,2.59375,1.09375,1.09375,0.7291666618055557,False,graph,,True,L11_F35425,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,11,[114815],1.5,2.78125,1.28125,1.28125,0.8541666609722223,False,graph,,True,L11_F114815,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,12,[2451],1.5,1.5625,0.0625,0.0625,0.0416666663888888,False,graph,,True,L12_F2451,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,13,[57499],1.5,1.34375,-0.15625,0.15625,0.1041666659722222,False,graph,,True,L13_F57499,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,14,[140141],1.5,1.4375,-0.0625,0.0625,0.0416666663888888,False,graph,,True,L14_F140141,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,14,[24749],1.5,1.375,-0.125,0.125,0.0833333327777777,False,graph,,True,L14_F24749,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,15,[15507],1.5,1.59375,0.09375,0.09375,0.0624999995833333,False,graph,,True,L15_F15507,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,16,[46637],1.5,1.8125,0.3125,0.3125,0.2083333319444444,False,graph,,True,L16_F46637,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,16,[82587],1.5,1.875,0.375,0.375,0.2499999983333333,False,graph,,True,L16_F82587,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,16,[14097],1.5,1.875,0.375,0.375,0.2499999983333333,False,graph,,True,L16_F14097,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,17,[6720],1.5,0.8125,-0.6875,0.6875,0.4583333302777778,False,graph,,True,L17_F6720,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,17,[153539],1.5,0.8125,-0.6875,0.6875,0.4583333302777778,False,graph,,True,L17_F153539,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,18,[100148],1.5,0.6875,-0.8125,0.8125,0.5416666630555556,False,graph,,True,L18_F100148,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,19,[44438],1.5,1.25,-0.25,0.25,0.1666666655555555,False,graph,,True,L19_F44438,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,19,[130590],1.5,1.25,-0.25,0.25,0.1666666655555555,False,graph,,True,L19_F130590,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,19,[94584],1.5,1.25,-0.25,0.25,0.1666666655555555,False,graph,,True,L19_F94584,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,20,[74959],1.5,0.9375,-0.5625,0.5625,0.3749999975,False,graph,,True,L20_F74959,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,20,[93472],1.5,0.9375,-0.5625,0.5625,0.3749999975,False,graph,,True,L20_F93472,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,21,[101234],1.5,1.25,-0.25,0.25,0.1666666655555555,False,graph,,True,L21_F101234,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,22,[110496],1.5,1.65625,0.15625,0.15625,0.1041666659722222,False,graph,,True,L22_F110496,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,22,[133148],1.5,1.59375,0.09375,0.09375,0.0624999995833333,False,graph,,True,L22_F133148,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,22,[93236],1.5,1.625,0.125,0.125,0.0833333327777777,False,graph,,True,L22_F93236,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,23,[83556],1.5,2.78125,1.28125,1.28125,0.8541666609722223,False,graph,,True,L23_F83556,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,23,[71067],1.5,2.625,1.125,1.125,0.749999995,False,graph,,True,L23_F71067,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,24,[60777],1.5,1.6875,0.1875,0.1875,0.1249999991666666,False,graph,,True,L24_F60777,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,24,[52031],1.5,1.9375,0.4375,0.4375,0.2916666647222222,False,graph,,True,L24_F52031,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,24,[249],1.5,1.5625,0.0625,0.0625,0.0416666663888888,False,graph,,True,L24_F249,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,25,[71226],1.5,1.1875,-0.3125,0.3125,0.2083333319444444,False,graph,,True,L25_F71226,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,25,[110282],1.5,1.4375,-0.0625,0.0625,0.0416666663888888,False,graph,,True,L25_F110282,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,6,25,[106028],1.5,1.5,0.0,0.0,0.0,False,graph,,True,L25_F106028,-1,The daughter nucleus has atomic number Z-2 and mass number A-4 relative to the parent. Is the decay , alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,10,[128064],1.0625,0.9375,-0.125,0.125,0.1176470577162629,False,graph,,True,L10_F128064,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,10,[35580],1.0625,1.0625,0.0,0.0,0.0,False,graph,,True,L10_F35580,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,10,[97799],1.0625,1.0,-0.0625,0.0625,0.0588235288581314,False,graph,,True,L10_F97799,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,11,[151375],1.0625,1.4375,0.375,0.375,0.352941173148789,False,graph,,True,L11_F151375,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,11,[35425],1.0625,1.4375,0.375,0.375,0.352941173148789,False,graph,,True,L11_F35425,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,11,[114815],1.0625,1.375,0.3125,0.3125,0.2941176442906575,False,graph,,True,L11_F114815,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,12,[2451],1.0625,0.8125,-0.25,0.25,0.2352941154325259,False,graph,,True,L12_F2451,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,13,[57499],1.0625,0.6875,-0.375,0.375,0.352941173148789,False,graph,,True,L13_F57499,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,14,[24749],1.0625,1.0625,0.0,0.0,0.0,False,graph,,True,L14_F24749,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,14,[140141],1.0625,1.0625,0.0,0.0,0.0,False,graph,,True,L14_F140141,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,15,[15507],1.0625,1.0,-0.0625,0.0625,0.0588235288581314,False,graph,,True,L15_F15507,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,16,[46637],1.0625,1.5,0.4375,0.4375,0.4117647020069205,False,graph,,True,L16_F46637,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,16,[82587],1.0625,1.4375,0.375,0.375,0.352941173148789,False,graph,,True,L16_F82587,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,16,[14097],1.0625,1.4375,0.375,0.375,0.352941173148789,False,graph,,True,L16_F14097,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,17,[6720],1.0625,0.875,-0.1875,0.1875,0.1764705865743945,False,graph,,True,L17_F6720,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,17,[153539],1.0625,0.9375,-0.125,0.125,0.1176470577162629,False,graph,,True,L17_F153539,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,18,[100148],1.0625,1.1875,0.125,0.125,0.1176470577162629,False,graph,,True,L18_F100148,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,19,[44438],1.0625,1.25,0.1875,0.1875,0.1764705865743945,False,graph,,True,L19_F44438,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,19,[94584],1.0625,1.25,0.1875,0.1875,0.1764705865743945,False,graph,,True,L19_F94584,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,19,[130590],1.0625,1.25,0.1875,0.1875,0.1764705865743945,False,graph,,True,L19_F130590,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,20,[74959],1.0625,0.8125,-0.25,0.25,0.2352941154325259,False,graph,,True,L20_F74959,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,20,[93472],1.0625,0.8125,-0.25,0.25,0.2352941154325259,False,graph,,True,L20_F93472,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,21,[101234],1.0625,1.125,0.0625,0.0625,0.0588235288581314,False,graph,,True,L21_F101234,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,22,[110496],1.0625,2.0625,1.0,1.0,0.941176461730104,False,graph,,True,L22_F110496,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,22,[133148],1.0625,1.8125,0.75,0.75,0.705882346297578,False,graph,,True,L22_F133148,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,22,[93236],1.0625,1.875,0.8125,0.8125,0.7647058751557094,False,graph,,True,L22_F93236,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,23,[83556],1.0625,2.5625,1.5,1.5,1.411764692595156,False,graph,,True,L23_F83556,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,23,[71067],1.0625,2.1875,1.125,1.125,1.0588235194463669,False,graph,,True,L23_F71067,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,24,[60777],1.0625,1.625,0.5625,0.5625,0.5294117597231834,False,graph,,True,L24_F60777,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,24,[249],1.0625,1.5,0.4375,0.4375,0.4117647020069205,False,graph,,True,L24_F249,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,24,[52031],1.0625,1.8125,0.75,0.75,0.705882346297578,False,graph,,True,L24_F52031,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,25,[71226],1.0625,0.875,-0.1875,0.1875,0.1764705865743945,False,graph,,True,L25_F71226,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,25,[110282],1.0625,0.9375,-0.125,0.125,0.1176470577162629,False,graph,,True,L25_F110282,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,7,25,[106028],1.0625,1.1875,0.125,0.125,0.1176470577162629,False,graph,,True,L25_F106028,-1,A tightly bound cluster of 2 protons and 2 neutrons is emitted from a heavy unstable nucleus. Is the, alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,8,10,[128064],1.75,1.625,-0.125,0.125,0.0714285710204081,False,graph,,True,L10_F128064,-1,"Polonium-210 loses 2 protons and 2 neutrons in a single emission event, becoming lead-206. Is the de", alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,8,10,[35580],1.75,1.625,-0.125,0.125,0.0714285710204081,False,graph,,True,L10_F35580,-1,"Polonium-210 loses 2 protons and 2 neutrons in a single emission event, becoming lead-206. Is the de", alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,8,10,[97799],1.75,1.6875,-0.0625,0.0625,0.035714285510204,False,graph,,True,L10_F97799,-1,"Polonium-210 loses 2 protons and 2 neutrons in a single emission event, becoming lead-206. Is the de", alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,8,11,[151375],1.75,2.125,0.375,0.375,0.2142857130612245,False,graph,,True,L11_F151375,-1,"Polonium-210 loses 2 protons and 2 neutrons in a single emission event, becoming lead-206. Is the de", alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
ablation_zero,8,11,[35425],1.75,2.125,0.375,0.375,0.2142857130612245,False,graph,,True,L11_F35425,-1,"Polonium-210 loses 2 protons and 2 neutrons in a single emission event, becoming lead-206. Is the de", alpha, beta,zero,physics_decay_type,train,4b,108,20260425-093125_physics_decay_type_train_n108,2026-04-25T09:31:25.069483,True,True
