prompt_idx,prompt_id,prompt_text,prompt_short,level,level_label,group_id,surface_family,cue_type,cue_set,relation_type,concept_route,cue_label,latent_state_target,correct_answer,incorrect_answer,physics_concept,difficulty,inference_steps,wording_variant,semantic_equiv_group,contrastive_pair_id,contrastive_role,is_anchor,is_kw_variant,is_auxiliary,has_alpha_keyword,has_beta_keyword,keyword_free,evidence_completeness,is_uniquely_determining,baseline_sign_diff,sign_correct,hard_correct
115,L1-B5-v08,A nucleus undergoes a decay process. The emitted particle has a rest mass that is vanishingly small. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has a rest mass that i,1,atomic_cue,L1-B5,L1-B5,emitted_mass_negligible,['emitted_mass_negligible'],,,emitted_mass_negligible,beta,beta,alpha,beta_decay,easy,1,8,L1-B5,,,False,False,False,False,False,True,single,True,-0.5279254913330078,False,False
116,L1-B6-v01,A nucleus undergoes a decay process. The daughter nucleus has one fewer neutron than the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has one fewer neutron ,1,atomic_cue,L1-B6,L1-B6,daughter_n_minus1,['daughter_n_minus1'],,,daughter_n_minus1,beta,beta,alpha,beta_decay,medium,3,1,L1-B6,,,False,False,False,False,False,True,single,True,-0.3780250549316406,False,False
117,L1-B6-v02,"A nucleus undergoes a decay process. After the decay, the neutron count of the nucleus decreases by 1. Is the decay type alpha or beta?","A nucleus undergoes a decay process. After the decay, the neutron count of the n",1,atomic_cue,L1-B6,L1-B6,daughter_n_minus1,['daughter_n_minus1'],,,daughter_n_minus1,beta,beta,alpha,beta_decay,medium,3,2,L1-B6,,,False,False,False,False,False,True,single,True,-0.2131500244140625,False,False
118,L1-B6-v03,A nucleus undergoes a decay process. The product nucleus contains one fewer neutron than the original. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The product nucleus contains one fewer neut,1,atomic_cue,L1-B6,L1-B6,daughter_n_minus1,['daughter_n_minus1'],,,daughter_n_minus1,beta,beta,alpha,beta_decay,medium,3,3,L1-B6,,,False,False,False,False,False,True,single,True,-0.5847434997558594,False,False
119,L1-B6-v04,A nucleus undergoes a decay process. The number of neutrons in the daughter nucleus is 1 less than in the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The number of neutrons in the daughter nucl,1,atomic_cue,L1-B6,L1-B6,daughter_n_minus1,['daughter_n_minus1'],,,daughter_n_minus1,beta,beta,alpha,beta_decay,medium,3,4,L1-B6,,,False,False,False,False,False,True,single,True,-0.5192546844482422,False,False
120,L1-B6-v05,A nucleus undergoes a decay process. The daughter loses exactly one neutron compared to the parent nucleus. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter loses exactly one neutron comp,1,atomic_cue,L1-B6,L1-B6,daughter_n_minus1,['daughter_n_minus1'],,,daughter_n_minus1,beta,beta,alpha,beta_decay,medium,3,5,L1-B6,,,False,False,False,False,False,True,single,True,0.1609420776367187,True,False
121,L1-B6-v06,A nucleus undergoes a decay process. The neutron number of the daughter is 1 lower than that of the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The neutron number of the daughter is 1 low,1,atomic_cue,L1-B6,L1-B6,daughter_n_minus1,['daughter_n_minus1'],,,daughter_n_minus1,beta,beta,alpha,beta_decay,medium,3,6,L1-B6,,,False,False,False,False,False,True,single,True,-0.0626754760742187,False,False
122,L1-B6-v07,A nucleus undergoes a decay process. The neutron count decreases by 1 during this decay. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The neutron count decreases by 1 during thi,1,atomic_cue,L1-B6,L1-B6,daughter_n_minus1,['daughter_n_minus1'],,,daughter_n_minus1,beta,beta,alpha,beta_decay,medium,3,7,L1-B6,,,False,False,False,False,False,True,single,True,0.2945575714111328,True,False
123,L1-B6-v08,A nucleus undergoes a decay process. There is one fewer neutron in the product nucleus than in the original. Is the decay type alpha or beta?,A nucleus undergoes a decay process. There is one fewer neutron in the product n,1,atomic_cue,L1-B6,L1-B6,daughter_n_minus1,['daughter_n_minus1'],,,daughter_n_minus1,beta,beta,alpha,beta_decay,medium,3,8,L1-B6,,,False,False,False,False,False,True,single,True,-0.4742774963378906,False,False
124,KW-A1-v01,A nucleus undergoes a decay process. The emitted particle carries a charge of +2e. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle carries a charge of +2,1,atomic_cue,KW-A1,KW-A1,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,1,KW-A1,,,False,True,False,False,False,True,single,True,1.477558135986328,True,True
125,KW-A1-v02,A nucleus undergoes a decay process. An alpha particle with charge +2e is emitted. Is the decay type alpha or beta?,A nucleus undergoes a decay process. An alpha particle with charge +2e is emitte,1,atomic_cue,KW-A1,KW-A1,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,2,KW-A1,,,False,True,False,True,False,False,single,True,1.2848796844482422,True,True
126,KW-A2-v01,A nucleus undergoes a decay process. The emitted particle has a mass number of 4. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has a mass number of 4,1,atomic_cue,KW-A2,KW-A2,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,1,KW-A2,,,False,True,False,False,False,True,single,True,1.6291208267211914,True,True
127,KW-A2-v02,A nucleus undergoes a decay process. An alpha particle with mass number 4 is emitted. Is the decay type alpha or beta?,A nucleus undergoes a decay process. An alpha particle with mass number 4 is emi,1,atomic_cue,KW-A2,KW-A2,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,2,KW-A2,,,False,True,False,True,False,False,single,True,1.0479717254638672,True,True
128,KW-A3-v01,A nucleus undergoes a decay process. The daughter nucleus has an atomic number 2 less than the parent nucleus. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has an atomic number 2,1,atomic_cue,KW-A3,KW-A3,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,1,KW-A3,,,False,True,False,False,False,True,single,True,1.4700794219970703,True,True
129,KW-A3-v02,A nucleus undergoes a decay process. An alpha decay gives a daughter nucleus with Z reduced by 2. Is the decay type alpha or beta?,A nucleus undergoes a decay process. An alpha decay gives a daughter nucleus wit,1,atomic_cue,KW-A3,KW-A3,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,2,KW-A3,,,False,True,False,True,False,False,single,True,-0.0516204833984375,False,False
130,KW-A4-v01,A nucleus undergoes a decay process. The emitted particle contains 2 protons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle contains 2 protons. Is,1,atomic_cue,KW-A4,KW-A4,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,1,KW-A4,,,False,True,False,False,False,True,single,True,1.0669441223144531,True,True
131,KW-A4-v02,A nucleus undergoes a decay process. The emitted alpha particle contains 2 protons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted alpha particle contains 2 proto,1,atomic_cue,KW-A4,KW-A4,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,2,KW-A4,,,False,True,False,True,False,False,single,True,0.5921764373779297,True,True
132,KW-A5-v01,A nucleus undergoes a decay process. The emitted particle contains 2 neutrons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle contains 2 neutrons. I,1,atomic_cue,KW-A5,KW-A5,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,1,KW-A5,,,False,True,False,False,False,True,single,True,1.1294898986816406,True,True
133,KW-A5-v02,A nucleus undergoes a decay process. The emitted alpha particle contains 2 neutrons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted alpha particle contains 2 neutr,1,atomic_cue,KW-A5,KW-A5,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,2,KW-A5,,,False,True,False,True,False,False,single,True,0.6848430633544922,True,True
134,KW-A6-v01,A nucleus undergoes a decay process. The daughter nucleus has a mass number 4 less than the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has a mass number 4 le,1,atomic_cue,KW-A6,KW-A6,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,1,KW-A6,,,False,True,False,False,False,True,single,True,1.6583118438720703,True,True
135,KW-A6-v02,A nucleus undergoes a decay process. An alpha particle is emitted; the daughter has A reduced by 4. Is the decay type alpha or beta?,A nucleus undergoes a decay process. An alpha particle is emitted; the daughter ,1,atomic_cue,KW-A6,KW-A6,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,2,KW-A6,,,False,True,False,True,False,False,single,True,0.88519287109375,True,True
136,KW-B1-v01,A nucleus undergoes a decay process. The emitted particle has a charge of −1e. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has a charge of −1e. I,1,atomic_cue,KW-B1,KW-B1,,[],,,,beta,beta,alpha,beta_decay,easy,1,1,KW-B1,,,False,True,False,False,False,True,single,True,0.3984012603759765,True,False
137,KW-B1-v02,A nucleus undergoes a decay process. An electron with charge −1e is emitted from the nucleus. Is the decay type alpha or beta?,A nucleus undergoes a decay process. An electron with charge −1e is emitted from,1,atomic_cue,KW-B1,KW-B1,,[],,,,beta,beta,alpha,beta_decay,easy,1,2,KW-B1,,,False,True,False,False,True,False,single,True,0.6392688751220703,True,True
138,KW-B2-v01,A nucleus undergoes a decay process. The daughter nucleus has an atomic number 1 greater than the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has an atomic number 1,1,atomic_cue,KW-B2,KW-B2,,[],,,,beta,beta,alpha,beta_decay,easy,1,1,KW-B2,,,False,True,False,False,False,True,single,True,0.1818199157714843,True,False
139,KW-B2-v02,A nucleus undergoes a decay process. A beta decay gives a daughter nucleus with Z increased by 1. Is the decay type alpha or beta?,A nucleus undergoes a decay process. A beta decay gives a daughter nucleus with ,1,atomic_cue,KW-B2,KW-B2,,[],,,,beta,beta,alpha,beta_decay,easy,1,2,KW-B2,,,False,True,False,False,True,False,single,True,2.794327735900879,True,True
140,KW-B3-v01,A nucleus undergoes a decay process. The daughter nucleus has the same mass number as the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has the same mass numb,1,atomic_cue,KW-B3,KW-B3,,[],,,,beta,beta,alpha,beta_decay,easy,1,1,KW-B3,,,False,True,False,False,False,True,single,True,-0.7669544219970703,False,False
141,KW-B3-v02,A nucleus undergoes a decay process. A beta particle is emitted; the daughter has the same mass number as the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. A beta particle is emitted; the daughter ha,1,atomic_cue,KW-B3,KW-B3,,[],,,,beta,beta,alpha,beta_decay,easy,1,2,KW-B3,,,False,True,False,False,True,False,single,True,2.5245094299316406,True,True
142,KW-B4-v01,A nucleus undergoes a decay process. An antineutrino is emitted alongside the main particle. Is the decay type alpha or beta?,A nucleus undergoes a decay process. An antineutrino is emitted alongside the ma,1,atomic_cue,KW-B4,KW-B4,,[],,,,beta,beta,alpha,beta_decay,easy,1,1,KW-B4,,,False,True,False,False,False,True,single,True,0.4770307540893554,True,False
143,KW-B4-v02,A nucleus undergoes a decay process. A beta particle and antineutrino are both emitted. Is the decay type alpha or beta?,A nucleus undergoes a decay process. A beta particle and antineutrino are both e,1,atomic_cue,KW-B4,KW-B4,,[],,,,beta,beta,alpha,beta_decay,easy,1,2,KW-B4,,,False,True,False,False,True,False,single,True,2.125497817993164,True,True
144,KW-B5-v01,A nucleus undergoes a decay process. The emitted particle has negligible rest mass. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has negligible rest ma,1,atomic_cue,KW-B5,KW-B5,,[],,,,beta,beta,alpha,beta_decay,easy,1,1,KW-B5,,,False,True,False,False,False,True,single,True,-0.5332050323486328,False,False
145,KW-B5-v02,A nucleus undergoes a decay process. A beta particle with negligible rest mass is emitted. Is the decay type alpha or beta?,A nucleus undergoes a decay process. A beta particle with negligible rest mass i,1,atomic_cue,KW-B5,KW-B5,,[],,,,beta,beta,alpha,beta_decay,easy,1,2,KW-B5,,,False,True,False,False,True,False,single,True,2.763468742370605,True,True
146,KW-B6-v01,A nucleus undergoes a decay process. The daughter nucleus has one fewer neutron than the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has one fewer neutron ,1,atomic_cue,KW-B6,KW-B6,,[],,,,beta,beta,alpha,beta_decay,easy,1,1,KW-B6,,,False,True,False,False,False,True,single,True,-0.3780250549316406,False,False
147,KW-B6-v02,A nucleus undergoes a decay process. A beta decay results in the daughter having one fewer neutron. Is the decay type alpha or beta?,A nucleus undergoes a decay process. A beta decay results in the daughter having,1,atomic_cue,KW-B6,KW-B6,,[],,,,beta,beta,alpha,beta_decay,easy,1,2,KW-B6,,,False,True,False,False,True,False,single,True,1.4962491989135742,True,True
148,CP-L1-01-v01,A nucleus undergoes a decay process. The emitted particle has a charge of +2e. The particle is not a free proton or neutron. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has a charge of +2e. T,1,atomic_cue,CP-L1-01,CP-L1-01,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,1,CP-L1-01,CP-L1-01,alpha_member,False,False,False,False,False,True,single,True,1.1262779235839844,True,True
149,CP-L1-01-v02,A nucleus undergoes a decay process. The emitted particle has a charge of −1e. The particle is not a free proton or neutron. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has a charge of −1e. T,1,atomic_cue,CP-L1-01,CP-L1-01,,[],,,,beta,beta,alpha,beta_decay,easy,1,2,CP-L1-01,CP-L1-01,beta_member,False,False,False,False,False,True,single,True,0.3067512512207031,True,False
150,CP-L1-02-v01,A nucleus undergoes a decay process. The daughter nucleus has an atomic number 2 less than the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has an atomic number 2,1,atomic_cue,CP-L1-02,CP-L1-02,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,1,CP-L1-02,CP-L1-02,alpha_member,False,False,False,False,False,True,single,True,1.520294189453125,True,True
151,CP-L1-02-v02,A nucleus undergoes a decay process. The daughter nucleus has an atomic number 1 greater than the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has an atomic number 1,1,atomic_cue,CP-L1-02,CP-L1-02,,[],,,,beta,beta,alpha,beta_decay,easy,1,2,CP-L1-02,CP-L1-02,beta_member,False,False,False,False,False,True,single,True,0.1818199157714843,True,False
152,CP-L1-03-v01,A nucleus undergoes a decay process. The daughter nucleus has a mass number 4 less than the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has a mass number 4 le,1,atomic_cue,CP-L1-03,CP-L1-03,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,1,CP-L1-03,CP-L1-03,alpha_member,False,False,False,False,False,True,single,True,1.6583118438720703,True,True
153,CP-L1-03-v02,A nucleus undergoes a decay process. The daughter nucleus has the same mass number as the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has the same mass numb,1,atomic_cue,CP-L1-03,CP-L1-03,,[],,,,beta,beta,alpha,beta_decay,easy,1,2,CP-L1-03,CP-L1-03,beta_member,False,False,False,False,False,True,single,True,-0.7669544219970703,False,False
154,CP-L1-04-v01,A nucleus undergoes a decay process. The emitted particle has a mass number of 4. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has a mass number of 4,1,atomic_cue,CP-L1-04,CP-L1-04,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,1,CP-L1-04,CP-L1-04,alpha_member,False,False,False,False,False,True,single,True,1.6291208267211914,True,True
155,CP-L1-04-v02,A nucleus undergoes a decay process. The emitted particle has negligible rest mass. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has negligible rest ma,1,atomic_cue,CP-L1-04,CP-L1-04,,[],,,,beta,beta,alpha,beta_decay,easy,1,2,CP-L1-04,CP-L1-04,beta_member,False,False,False,False,False,True,single,True,-0.5332050323486328,False,False
156,CP-L1-05-v01,A nucleus undergoes a decay process. The emitted particle contains 2 protons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle contains 2 protons. Is,1,atomic_cue,CP-L1-05,CP-L1-05,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,1,CP-L1-05,CP-L1-05,alpha_member,False,False,False,False,False,True,single,True,1.0669441223144531,True,True
157,CP-L1-05-v02,A nucleus undergoes a decay process. The emitted particle contains no protons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle contains no protons. I,1,atomic_cue,CP-L1-05,CP-L1-05,,[],,,,beta,beta,alpha,beta_decay,easy,1,2,CP-L1-05,CP-L1-05,beta_member,False,False,False,False,False,True,single,True,-0.4767894744873047,False,False
158,CP-L1-06-v01,A nucleus undergoes a decay process. The emitted particle contains 2 neutrons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle contains 2 neutrons. I,1,atomic_cue,CP-L1-06,CP-L1-06,,[],,,,alpha,alpha,beta,alpha_decay,easy,1,1,CP-L1-06,CP-L1-06,alpha_member,False,False,False,False,False,True,single,True,1.1294898986816406,True,True
159,CP-L1-06-v02,A nucleus undergoes a decay process. The emitted particle contains no neutrons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle contains no neutrons. ,1,atomic_cue,CP-L1-06,CP-L1-06,,[],,,,beta,beta,alpha,beta_decay,easy,1,2,CP-L1-06,CP-L1-06,beta_member,False,False,False,False,False,True,single,True,0.0702743530273437,True,False
160,L2-AR1-v01,A nucleus undergoes a decay process. The emitted particle contains 2 protons and 2 neutrons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle contains 2 protons and,2,relation_process,L2-AR1,L2-AR1,,"['emitted_2protons', 'emitted_2neutrons']",composition_2p2n,,composition_2p2n,alpha,alpha,beta,alpha_decay,easy,2,1,L2-AR1,,,False,False,False,False,False,True,single,True,0.8241376876831055,True,True
161,L2-AR1-v02,A nucleus undergoes a decay process. The particle released from the nucleus is composed of two protons and two neutrons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The particle released from the nucleus is c,2,relation_process,L2-AR1,L2-AR1,,"['emitted_2protons', 'emitted_2neutrons']",composition_2p2n,,composition_2p2n,alpha,alpha,beta,alpha_decay,easy,2,2,L2-AR1,,,False,False,False,False,False,True,single,True,0.7396211624145508,True,True
162,L2-AR1-v03,A nucleus undergoes a decay process. The emitted object has proton number 2 and neutron number 2. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted object has proton number 2 and ,2,relation_process,L2-AR1,L2-AR1,,"['emitted_2protons', 'emitted_2neutrons']",composition_2p2n,,composition_2p2n,alpha,alpha,beta,alpha_decay,easy,2,3,L2-AR1,,,False,False,False,False,False,True,single,True,0.9296741485595704,True,True
163,L2-AR1-v04,"A nucleus undergoes a decay process. The emitted particle contains equal numbers of protons and neutrons, with 2 of each. Is the decay type alpha or beta?",A nucleus undergoes a decay process. The emitted particle contains equal numbers,2,relation_process,L2-AR1,L2-AR1,,"['emitted_2protons', 'emitted_2neutrons']",composition_2p2n,,composition_2p2n,alpha,alpha,beta,alpha_decay,easy,2,4,L2-AR1,,,False,False,False,False,False,True,single,True,1.0401945114135742,True,True
164,L2-AR1-v05,A nucleus undergoes a decay process. The emitted cluster consists of two positively charged nucleons and two neutral nucleons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted cluster consists of two positiv,2,relation_process,L2-AR1,L2-AR1,,"['emitted_2protons', 'emitted_2neutrons']",composition_2p2n,,composition_2p2n,alpha,alpha,beta,alpha_decay,easy,2,5,L2-AR1,,,False,False,False,False,False,True,single,True,1.3527107238769531,True,True
165,L2-AR1-v06,A nucleus undergoes a decay process. The emitted particle has mass number 4 and is made up of exactly 2 protons and 2 neutrons bound together. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has mass number 4 and ,2,relation_process,L2-AR1,L2-AR1,,"['emitted_2protons', 'emitted_2neutrons']",composition_2p2n,,composition_2p2n,alpha,alpha,beta,alpha_decay,easy,2,6,L2-AR1,,,False,False,False,False,False,True,single,True,1.18560791015625,True,True
166,L2-AR1-v07,A nucleus undergoes a decay process. The emitted particle is a cluster of 2 protons and 2 neutrons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle is a cluster of 2 prot,2,relation_process,L2-AR1,L2-AR1,,"['emitted_2protons', 'emitted_2neutrons']",composition_2p2n,,composition_2p2n,alpha,alpha,beta,alpha_decay,easy,2,7,L2-AR1,,,False,False,False,False,False,True,single,True,1.1123876571655271,True,True
167,L2-AR1-v08,A nucleus undergoes a decay process. The particle emitted consists of two protons and two neutrons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The particle emitted consists of two proton,2,relation_process,L2-AR1,L2-AR1,,"['emitted_2protons', 'emitted_2neutrons']",composition_2p2n,,composition_2p2n,alpha,alpha,beta,alpha_decay,easy,2,8,L2-AR1,,,False,False,False,False,False,True,single,True,0.7340288162231445,True,True
168,L2-AR1-v09,"A nucleus undergoes a decay process. The emitted particle is composed of 2 protons and 2 neutrons, with no other nucleons. Is the decay type alpha or beta?",A nucleus undergoes a decay process. The emitted particle is composed of 2 proto,2,relation_process,L2-AR1,L2-AR1,,"['emitted_2protons', 'emitted_2neutrons']",composition_2p2n,,composition_2p2n,alpha,alpha,beta,alpha_decay,easy,2,9,L2-AR1,,,False,False,False,False,False,True,single,True,1.1207313537597656,True,True
169,L2-AR1-v10,A nucleus undergoes a decay process. Two protons and two neutrons together form the emitted particle. Is the decay type alpha or beta?,A nucleus undergoes a decay process. Two protons and two neutrons together form ,2,relation_process,L2-AR1,L2-AR1,,"['emitted_2protons', 'emitted_2neutrons']",composition_2p2n,,composition_2p2n,alpha,alpha,beta,alpha_decay,easy,2,10,L2-AR1,,,False,False,False,False,False,True,single,True,1.3570985794067385,True,True
170,L2-AR2-v01,A nucleus undergoes a decay process. The emitted particle has charge +2e and mass number 4. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has charge +2e and mas,2,relation_process,L2-AR2,L2-AR2,,"['emitted_charge_plus2', 'emitted_mass4']",charge_plus_mass,,charge_plus_mass,alpha,alpha,beta,alpha_decay,easy,2,1,L2-AR2,,,False,False,False,False,False,True,single,True,1.5425186157226562,True,True
171,L2-AR2-v02,A nucleus undergoes a decay process. The emitted particle carries two units of positive charge and contains 4 nucleons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle carries two units of p,2,relation_process,L2-AR2,L2-AR2,,"['emitted_charge_plus2', 'emitted_mass4']",charge_plus_mass,,charge_plus_mass,alpha,alpha,beta,alpha_decay,easy,2,2,L2-AR2,,,False,False,False,False,False,True,single,True,1.1138362884521484,True,True
172,L2-AR2-v03,A nucleus undergoes a decay process. The particle released is doubly positively charged and has a mass number of 4. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The particle released is doubly positively ,2,relation_process,L2-AR2,L2-AR2,,"['emitted_charge_plus2', 'emitted_mass4']",charge_plus_mass,,charge_plus_mass,alpha,alpha,beta,alpha_decay,easy,2,3,L2-AR2,,,False,False,False,False,False,True,single,True,1.063711166381836,True,True
173,L2-AR2-v04,A nucleus undergoes a decay process. The emitted particle carries +2 units of electric charge and has atomic mass 4. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle carries +2 units of el,2,relation_process,L2-AR2,L2-AR2,,"['emitted_charge_plus2', 'emitted_mass4']",charge_plus_mass,,charge_plus_mass,alpha,alpha,beta,alpha_decay,easy,2,4,L2-AR2,,,False,False,False,False,False,True,single,True,1.1663341522216797,True,True
174,L2-AR2-v05,A nucleus undergoes a decay process. The emitted particle has charge +2e and contains 4 nucleons in total. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has charge +2e and con,2,relation_process,L2-AR2,L2-AR2,,"['emitted_charge_plus2', 'emitted_mass4']",charge_plus_mass,,charge_plus_mass,alpha,alpha,beta,alpha_decay,easy,2,5,L2-AR2,,,False,False,False,False,False,True,single,True,1.4371452331542969,True,True
175,L2-AR2-v06,A nucleus undergoes a decay process. A particle with charge +2e and mass number 4 is emitted. Is the decay type alpha or beta?,A nucleus undergoes a decay process. A particle with charge +2e and mass number ,2,relation_process,L2-AR2,L2-AR2,,"['emitted_charge_plus2', 'emitted_mass4']",charge_plus_mass,,charge_plus_mass,alpha,alpha,beta,alpha_decay,easy,2,6,L2-AR2,,,False,False,False,False,False,True,single,True,1.239095687866211,True,True
176,L2-AR2-v07,A nucleus undergoes a decay process. The emitted particle has +2e charge and a nucleon number of 4. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has +2e charge and a n,2,relation_process,L2-AR2,L2-AR2,,"['emitted_charge_plus2', 'emitted_mass4']",charge_plus_mass,,charge_plus_mass,alpha,alpha,beta,alpha_decay,easy,2,7,L2-AR2,,,False,False,False,False,False,True,single,True,0.5643634796142578,True,True
177,L2-AR2-v08,A nucleus undergoes a decay process. The emitted particle is doubly positive with mass number 4. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle is doubly positive wit,2,relation_process,L2-AR2,L2-AR2,,"['emitted_charge_plus2', 'emitted_mass4']",charge_plus_mass,,charge_plus_mass,alpha,alpha,beta,alpha_decay,easy,2,8,L2-AR2,,,False,False,False,False,False,True,single,True,1.2169685363769531,True,True
178,L2-AR2-v09,A nucleus undergoes a decay process. The emitted particle carries +2 elementary units of charge and has 4 nucleons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle carries +2 elementary ,2,relation_process,L2-AR2,L2-AR2,,"['emitted_charge_plus2', 'emitted_mass4']",charge_plus_mass,,charge_plus_mass,alpha,alpha,beta,alpha_decay,easy,2,9,L2-AR2,,,False,False,False,False,False,True,single,True,1.2902755737304688,True,True
179,L2-AR2-v10,A nucleus undergoes a decay process. The emitted particle has two units of positive charge and exactly 4 nucleons. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The emitted particle has two units of posit,2,relation_process,L2-AR2,L2-AR2,,"['emitted_charge_plus2', 'emitted_mass4']",charge_plus_mass,,charge_plus_mass,alpha,alpha,beta,alpha_decay,easy,2,10,L2-AR2,,,False,False,False,False,False,True,single,True,1.1653327941894531,True,True
180,L2-AR3-v01,A nucleus undergoes a decay process. The daughter nucleus has atomic number 2 less and mass number 4 less than the parent. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The daughter nucleus has atomic number 2 le,2,relation_process,L2-AR3,L2-AR3,,"['daughter_z_minus2', 'daughter_a_minus4']",daughter_z_and_a_alpha,,daughter_z_and_a_alpha,alpha,alpha,beta,alpha_decay,easy,2,1,L2-AR3,,,False,False,False,False,False,True,single,True,1.331207275390625,True,True
181,L2-AR3-v02,"A nucleus undergoes a decay process. After the decay, the product nucleus has Z reduced by 2 and A reduced by 4. Is the decay type alpha or beta?","A nucleus undergoes a decay process. After the decay, the product nucleus has Z ",2,relation_process,L2-AR3,L2-AR3,,"['daughter_z_minus2', 'daughter_a_minus4']",daughter_z_and_a_alpha,,daughter_z_and_a_alpha,alpha,alpha,beta,alpha_decay,easy,2,2,L2-AR3,,,False,False,False,False,False,True,single,True,1.7185688018798828,True,True
182,L2-AR3-v03,A nucleus undergoes a decay process. The resulting nucleus has 2 fewer protons and 4 fewer nucleons than the original. Is the decay type alpha or beta?,A nucleus undergoes a decay process. The resulting nucleus has 2 fewer protons a,2,relation_process,L2-AR3,L2-AR3,,"['daughter_z_minus2', 'daughter_a_minus4']",daughter_z_and_a_alpha,,daughter_z_and_a_alpha,alpha,alpha,beta,alpha_decay,easy,2,3,L2-AR3,,,False,False,False,False,False,True,single,True,1.173479080200195,True,True
