prompt,correct_answer,incorrect_answer,correct_log_prob,incorrect_log_prob,correct_token_len,incorrect_token_len,logprob_diff,logprob_diff_normalized,success,generated,score_method,success_metric,threshold,threshold_metric,prompt_id,behaviour,behaviour_type,physics_concept,concept_index,template_idx,difficulty,answer_format,surface_family,keyword_free,level,level_label,group_id,level_group,cue_type,cue_set,relation_type,concept_route,wording_variant,test_type,abstraction_level,inference_steps,has_alpha_keyword,has_beta_keyword,has_helium_ref,has_electron_ref,has_isotope,keyword_type,semantic_equivalence_group,ic_concept_group,contrastive_pair_id,contrastive_role,is_anchor,is_kw_variant,is_auxiliary,prompt_format,evidence_completeness,is_uniquely_determining,notes
A nucleus undergoes a decay process. The daughter nucleus has an atomic number 1 greater than the parent. Is the decay type alpha or beta?, beta, alpha,-16.617137908935547,-16.79895782470703,1,1,0.18181991577148438,0.18181991577148438,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B2-v01,physics_decay_type_probe,latent_state_probing,beta_decay,1,1,easy,x_or_y,L1-B2,True,1.0,atomic_cue,L1-B2,L1-B2,daughter_z_plus1,['daughter_z_plus1'],,,1,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B2,beta,,,False,False,False,daughter,single,True,
"A nucleus undergoes a decay process. After the decay, the product nucleus has Z increased by 1. Is the decay type alpha or beta?", beta, alpha,-14.751334190368652,-15.283614158630371,1,1,0.5322799682617188,0.5322799682617188,True,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B2-v02,physics_decay_type_probe,latent_state_probing,beta_decay,1,2,easy,x_or_y,L1-B2,True,1.0,atomic_cue,L1-B2,L1-B2,daughter_z_plus1,['daughter_z_plus1'],,,2,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B2,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The resulting nucleus has one more proton than the original nucleus. Is the decay type alpha or beta?, beta, alpha,-17.165786743164062,-17.282917022705078,1,1,0.11713027954101562,0.11713027954101562,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B2-v03,physics_decay_type_probe,latent_state_probing,beta_decay,1,3,easy,x_or_y,L1-B2,True,1.0,atomic_cue,L1-B2,L1-B2,daughter_z_plus1,['daughter_z_plus1'],,,3,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B2,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The daughter element is one position to the right of the parent on the periodic table. Is the decay type alpha or beta?, beta, alpha,-16.584552764892578,-17.029052734375,1,1,0.4444999694824219,0.4444999694824219,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B2-v04,physics_decay_type_probe,latent_state_probing,beta_decay,1,4,easy,x_or_y,L1-B2,True,1.0,atomic_cue,L1-B2,L1-B2,daughter_z_plus1,['daughter_z_plus1'],,,4,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B2,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The atomic number of the daughter is exactly 1 greater than that of the parent. Is the decay type alpha or beta?, beta, alpha,-16.733049392700195,-16.544647216796875,1,1,-0.1884021759033203,-0.1884021759033203,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B2-v05,physics_decay_type_probe,latent_state_probing,beta_decay,1,5,easy,x_or_y,L1-B2,True,1.0,atomic_cue,L1-B2,L1-B2,daughter_z_plus1,['daughter_z_plus1'],,,5,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B2,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The decay increases the proton count of the nucleus by exactly 1. Is the decay type alpha or beta?, beta, alpha,-13.267541885375977,-14.356894493103027,1,1,1.0893526077270508,1.0893526077270508,True,"Explain your reasoning.

We",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B2-v06,physics_decay_type_probe,latent_state_probing,beta_decay,1,6,easy,x_or_y,L1-B2,True,1.0,atomic_cue,L1-B2,L1-B2,daughter_z_plus1,['daughter_z_plus1'],,,6,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B2,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The daughter nucleus has a proton number 1 higher than the parent. Is the decay type alpha or beta?, beta, alpha,-16.201148986816406,-16.96893882751465,1,1,0.7677898406982422,0.7677898406982422,True,"Also, what happens to",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B2-v07,physics_decay_type_probe,latent_state_probing,beta_decay,1,7,easy,x_or_y,L1-B2,True,1.0,atomic_cue,L1-B2,L1-B2,daughter_z_plus1,['daughter_z_plus1'],,,7,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B2,beta,,,False,False,False,daughter,single,True,
"A nucleus undergoes a decay process. After this decay, the element moves 1 position to the right in the periodic table. Is the decay type alpha or beta?", beta, alpha,-18.557674407958984,-18.414459228515625,1,1,-0.14321517944335938,-0.14321517944335938,False,"Also, what happens to",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B2-v08,physics_decay_type_probe,latent_state_probing,beta_decay,1,8,easy,x_or_y,L1-B2,True,1.0,atomic_cue,L1-B2,L1-B2,daughter_z_plus1,['daughter_z_plus1'],,,8,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B2,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The number of protons in the product nucleus is 1 more than in the original. Is the decay type alpha or beta?, beta, alpha,-17.078227996826172,-16.969337463378906,1,1,-0.10889053344726562,-0.10889053344726562,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B2-v09,physics_decay_type_probe,latent_state_probing,beta_decay,1,9,easy,x_or_y,L1-B2,True,1.0,atomic_cue,L1-B2,L1-B2,daughter_z_plus1,['daughter_z_plus1'],,,9,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B2,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The atomic number increases by 1 in this decay. Is the decay type alpha or beta?, beta, alpha,-14.996623992919922,-15.442771911621094,1,1,0.4461479187011719,0.4461479187011719,False,"Also, what happens to",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B2-v10,physics_decay_type_probe,latent_state_probing,beta_decay,1,10,easy,x_or_y,L1-B2,True,1.0,atomic_cue,L1-B2,L1-B2,daughter_z_plus1,['daughter_z_plus1'],,,10,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B2,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The product nucleus contains 1 more proton than the parent nucleus. Is the decay type alpha or beta?, beta, alpha,-17.472782135009766,-17.600387573242188,1,1,0.12760543823242188,0.12760543823242188,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B2-v11,physics_decay_type_probe,latent_state_probing,beta_decay,1,11,easy,x_or_y,L1-B2,True,1.0,atomic_cue,L1-B2,L1-B2,daughter_z_plus1,['daughter_z_plus1'],,,11,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B2,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The daughter's atomic number is higher by 1 than the parent's. Is the decay type alpha or beta?, beta, alpha,-15.3239107131958,-15.90038013458252,1,1,0.5764694213867188,0.5764694213867188,True,"Also, what happens to",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B2-v12,physics_decay_type_probe,latent_state_probing,beta_decay,1,12,easy,x_or_y,L1-B2,True,1.0,atomic_cue,L1-B2,L1-B2,daughter_z_plus1,['daughter_z_plus1'],,,12,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B2,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The daughter nucleus has the same mass number as the parent. Is the decay type alpha or beta?, beta, alpha,-18.84383201599121,-18.07687759399414,1,1,-0.7669544219970703,-0.7669544219970703,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B3-v01,physics_decay_type_probe,latent_state_probing,beta_decay,1,1,easy,x_or_y,L1-B3,True,1.0,atomic_cue,L1-B3,L1-B3,daughter_a_unchanged,['daughter_a_unchanged'],,,1,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B3,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The mass number is conserved during this decay. Is the decay type alpha or beta?, beta, alpha,-17.38967514038086,-16.350278854370117,1,1,-1.0393962860107422,-1.0393962860107422,False,"Also, what happens to",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B3-v02,physics_decay_type_probe,latent_state_probing,beta_decay,1,2,easy,x_or_y,L1-B3,True,1.0,atomic_cue,L1-B3,L1-B3,daughter_a_unchanged,['daughter_a_unchanged'],,,2,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B3,beta,,,False,False,False,daughter,single,True,
"A nucleus undergoes a decay process. After the decay, the product nucleus has the same total number of nucleons as the parent. Is the decay type alpha or beta?", beta, alpha,-18.932931900024414,-17.971290588378906,1,1,-0.9616413116455078,-0.9616413116455078,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B3-v03,physics_decay_type_probe,latent_state_probing,beta_decay,1,3,easy,x_or_y,L1-B3,True,1.0,atomic_cue,L1-B3,L1-B3,daughter_a_unchanged,['daughter_a_unchanged'],,,3,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B3,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The total nucleon count does not change during this decay. Is the decay type alpha or beta?, beta, alpha,-17.247997283935547,-16.035146713256836,1,1,-1.212850570678711,-1.212850570678711,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B3-v04,physics_decay_type_probe,latent_state_probing,beta_decay,1,4,easy,x_or_y,L1-B3,True,1.0,atomic_cue,L1-B3,L1-B3,daughter_a_unchanged,['daughter_a_unchanged'],,,4,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B3,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The daughter nucleus retains the same mass number as the original. Is the decay type alpha or beta?, beta, alpha,-17.995607376098633,-17.268022537231445,1,1,-0.7275848388671875,-0.7275848388671875,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B3-v05,physics_decay_type_probe,latent_state_probing,beta_decay,1,5,easy,x_or_y,L1-B3,True,1.0,atomic_cue,L1-B3,L1-B3,daughter_a_unchanged,['daughter_a_unchanged'],,,5,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B3,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. No nucleons are lost from the nucleus during this process; only the proton-neutron balance changes. Is the decay type alpha or beta?, beta, alpha,-16.781599044799805,-16.126436233520508,1,1,-0.6551628112792969,-0.6551628112792969,False,"Explain your reasoning.

We",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B3-v06,physics_decay_type_probe,latent_state_probing,beta_decay,1,6,easy,x_or_y,L1-B3,True,1.0,atomic_cue,L1-B3,L1-B3,daughter_a_unchanged,['daughter_a_unchanged'],,,6,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B3,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The mass number of the daughter is identical to that of the parent. Is the decay type alpha or beta?, beta, alpha,-18.28854751586914,-17.735305786132812,1,1,-0.5532417297363281,-0.5532417297363281,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B3-v07,physics_decay_type_probe,latent_state_probing,beta_decay,1,7,easy,x_or_y,L1-B3,True,1.0,atomic_cue,L1-B3,L1-B3,daughter_a_unchanged,['daughter_a_unchanged'],,,7,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B3,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The number of nucleons in the daughter nucleus equals that of the parent nucleus. Is the decay type alpha or beta?, beta, alpha,-19.198381423950195,-18.539745330810547,1,1,-0.6586360931396484,-0.6586360931396484,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B3-v08,physics_decay_type_probe,latent_state_probing,beta_decay,1,8,easy,x_or_y,L1-B3,True,1.0,atomic_cue,L1-B3,L1-B3,daughter_a_unchanged,['daughter_a_unchanged'],,,8,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B3,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The mass number is unchanged by this decay. Is the decay type alpha or beta?, beta, alpha,-17.206867218017578,-16.552417755126953,1,1,-0.654449462890625,-0.654449462890625,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B3-v09,physics_decay_type_probe,latent_state_probing,beta_decay,1,9,easy,x_or_y,L1-B3,True,1.0,atomic_cue,L1-B3,L1-B3,daughter_a_unchanged,['daughter_a_unchanged'],,,9,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B3,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The product nucleus has the same nucleon count as the original. Is the decay type alpha or beta?, beta, alpha,-17.546829223632812,-16.797258377075195,1,1,-0.7495708465576172,-0.7495708465576172,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B3-v10,physics_decay_type_probe,latent_state_probing,beta_decay,1,10,easy,x_or_y,L1-B3,True,1.0,atomic_cue,L1-B3,L1-B3,daughter_a_unchanged,['daughter_a_unchanged'],,,10,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B3,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The daughter's mass number is the same as the parent's mass number. Is the decay type alpha or beta?, beta, alpha,-17.76649284362793,-17.673229217529297,1,1,-0.09326362609863281,-0.09326362609863281,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B3-v11,physics_decay_type_probe,latent_state_probing,beta_decay,1,11,easy,x_or_y,L1-B3,True,1.0,atomic_cue,L1-B3,L1-B3,daughter_a_unchanged,['daughter_a_unchanged'],,,11,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B3,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. The total number of nucleons is preserved in this decay. Is the decay type alpha or beta?, beta, alpha,-17.832162857055664,-16.107667922973633,1,1,-1.7244949340820312,-1.7244949340820312,False,"Explain your reasoning.

We",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B3-v12,physics_decay_type_probe,latent_state_probing,beta_decay,1,12,easy,x_or_y,L1-B3,True,1.0,atomic_cue,L1-B3,L1-B3,daughter_a_unchanged,['daughter_a_unchanged'],,,12,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B3,beta,,,False,False,False,daughter,single,True,
A nucleus undergoes a decay process. An antineutrino is emitted alongside the main particle during this decay. Is the decay type alpha or beta?, beta, alpha,-15.536874771118164,-15.943743705749512,1,1,0.40686893463134766,0.40686893463134766,False,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B4-v01,physics_decay_type_probe,latent_state_probing,beta_decay,1,1,medium,x_or_y,L1-B4,True,1.0,atomic_cue,L1-B4,L1-B4,antineutrino_emitted,['antineutrino_emitted'],,,1,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B4,beta,,,False,False,False,property,single,True,Requires 1 inference step: antineutrino -> beta-minus.
A nucleus undergoes a decay process. The decay produces an antineutrino as one of its products. Is the decay type alpha or beta?, beta, alpha,-14.886707305908203,-15.368977546691895,1,1,0.4822702407836914,0.4822702407836914,False,"Explain your reasoning.

We",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B4-v02,physics_decay_type_probe,latent_state_probing,beta_decay,1,2,medium,x_or_y,L1-B4,True,1.0,atomic_cue,L1-B4,L1-B4,antineutrino_emitted,['antineutrino_emitted'],,,2,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B4,beta,,,False,False,False,property,single,True,Requires 1 inference step: antineutrino -> beta-minus.
A nucleus undergoes a decay process. An electron antineutrino is released during this nuclear process. Is the decay type alpha or beta?, beta, alpha,-14.831164360046387,-15.575820922851562,1,1,0.7446565628051758,0.7446565628051758,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B4-v03,physics_decay_type_probe,latent_state_probing,beta_decay,1,3,medium,x_or_y,L1-B4,True,1.0,atomic_cue,L1-B4,L1-B4,antineutrino_emitted,['antineutrino_emitted'],,,3,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B4,beta,,,False,False,False,property,single,True,Requires 1 inference step: antineutrino -> beta-minus.
"A nucleus undergoes a decay process. Among the particles emitted, there is an antineutrino carrying away energy and momentum. Is the decay type alpha or beta?", beta, alpha,-16.32645034790039,-16.775611877441406,1,1,0.4491615295410156,0.4491615295410156,False,"Also, why is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B4-v04,physics_decay_type_probe,latent_state_probing,beta_decay,1,4,medium,x_or_y,L1-B4,True,1.0,atomic_cue,L1-B4,L1-B4,antineutrino_emitted,['antineutrino_emitted'],,,4,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B4,beta,,,False,False,False,property,single,True,Requires 1 inference step: antineutrino -> beta-minus.
A nucleus undergoes a decay process. The decay products include an antineutrino with very small rest mass. Is the decay type alpha or beta?, beta, alpha,-16.743440628051758,-16.58161163330078,1,1,-0.16182899475097656,-0.16182899475097656,False,"Also, why is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B4-v05,physics_decay_type_probe,latent_state_probing,beta_decay,1,5,medium,x_or_y,L1-B4,True,1.0,atomic_cue,L1-B4,L1-B4,antineutrino_emitted,['antineutrino_emitted'],,,5,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B4,beta,,,False,False,False,property,single,True,Requires 1 inference step: antineutrino -> beta-minus.
A nucleus undergoes a decay process. The decay is accompanied by the emission of an antineutrino. Is the decay type alpha or beta?, beta, alpha,-15.47111988067627,-15.449484825134277,1,1,-0.021635055541992188,-0.021635055541992188,False,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B4-v06,physics_decay_type_probe,latent_state_probing,beta_decay,1,6,medium,x_or_y,L1-B4,True,1.0,atomic_cue,L1-B4,L1-B4,antineutrino_emitted,['antineutrino_emitted'],,,6,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B4,beta,,,False,False,False,property,single,True,Requires 1 inference step: antineutrino -> beta-minus.
A nucleus undergoes a decay process. An antineutrino is one of the particles produced in this decay. Is the decay type alpha or beta?, beta, alpha,-15.470702171325684,-16.11823844909668,1,1,0.6475362777709961,0.6475362777709961,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B4-v07,physics_decay_type_probe,latent_state_probing,beta_decay,1,7,medium,x_or_y,L1-B4,True,1.0,atomic_cue,L1-B4,L1-B4,antineutrino_emitted,['antineutrino_emitted'],,,7,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B4,beta,,,False,False,False,property,single,True,Requires 1 inference step: antineutrino -> beta-minus.
A nucleus undergoes a decay process. The antineutrino is emitted alongside the charged particle in this decay. Is the decay type alpha or beta?, beta, alpha,-15.588007926940918,-15.664856910705566,1,1,0.07684898376464844,0.07684898376464844,False,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B4-v08,physics_decay_type_probe,latent_state_probing,beta_decay,1,8,medium,x_or_y,L1-B4,True,1.0,atomic_cue,L1-B4,L1-B4,antineutrino_emitted,['antineutrino_emitted'],,,8,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B4,beta,,,False,False,False,property,single,True,Requires 1 inference step: antineutrino -> beta-minus.
A nucleus undergoes a decay process. One of the decay products is an antineutrino. Is the decay type alpha or beta?, beta, alpha,-16.355920791625977,-16.868698120117188,1,1,0.5127773284912109,0.5127773284912109,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B4-v09,physics_decay_type_probe,latent_state_probing,beta_decay,1,9,medium,x_or_y,L1-B4,True,1.0,atomic_cue,L1-B4,L1-B4,antineutrino_emitted,['antineutrino_emitted'],,,9,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B4,beta,,,False,False,False,property,single,True,Requires 1 inference step: antineutrino -> beta-minus.
A nucleus undergoes a decay process. A neutral particle with very small mass and opposite lepton number to a neutrino is emitted. Is the decay type alpha or beta?, beta, alpha,-14.533456802368164,-15.083685874938965,1,1,0.5502290725708008,0.5502290725708008,True,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B4-v10,physics_decay_type_probe,latent_state_probing,beta_decay,1,10,medium,x_or_y,L1-B4,True,1.0,atomic_cue,L1-B4,L1-B4,antineutrino_emitted,['antineutrino_emitted'],,,10,"['SE', 'IC']",2,2,False,False,False,False,False,,L1-B4,beta,,,False,False,False,property,single,True,Requires 1 inference step: antineutrino -> beta-minus.
A nucleus undergoes a decay process. The emitted particle has negligible rest mass. Is the decay type alpha or beta?, beta, alpha,-16.3984375,-15.865232467651367,1,1,-0.5332050323486328,-0.5332050323486328,False,"Also, why does the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B5-v01,physics_decay_type_probe,latent_state_probing,beta_decay,1,1,easy,x_or_y,L1-B5,True,1.0,atomic_cue,L1-B5,L1-B5,emitted_mass_negligible,['emitted_mass_negligible'],,,1,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B5,beta,,,False,False,False,emission,single,True,Atomic mass fact for beta; pairs with L1-A2 (mass=4 for alpha).
A nucleus undergoes a decay process. The rest mass of the emitted particle is effectively zero. Is the decay type alpha or beta?, beta, alpha,-16.925649642944336,-16.475309371948242,1,1,-0.45034027099609375,-0.45034027099609375,False,"Also, why is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B5-v02,physics_decay_type_probe,latent_state_probing,beta_decay,1,2,easy,x_or_y,L1-B5,True,1.0,atomic_cue,L1-B5,L1-B5,emitted_mass_negligible,['emitted_mass_negligible'],,,2,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B5,beta,,,False,False,False,emission,single,True,Atomic mass fact for beta; pairs with L1-A2 (mass=4 for alpha).
A nucleus undergoes a decay process. The emitted particle has near-zero rest mass. Is the decay type alpha or beta?, beta, alpha,-14.436902046203613,-14.262109756469727,1,1,-0.17479228973388672,-0.17479228973388672,False,"Also, why does the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B5-v03,physics_decay_type_probe,latent_state_probing,beta_decay,1,3,easy,x_or_y,L1-B5,True,1.0,atomic_cue,L1-B5,L1-B5,emitted_mass_negligible,['emitted_mass_negligible'],,,3,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B5,beta,,,False,False,False,emission,single,True,Atomic mass fact for beta; pairs with L1-A2 (mass=4 for alpha).
A nucleus undergoes a decay process. The emitted particle is essentially massless. Is the decay type alpha or beta?, beta, alpha,-15.976668357849121,-15.357359886169434,1,1,-0.6193084716796875,-0.6193084716796875,False,"Also, why is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B5-v04,physics_decay_type_probe,latent_state_probing,beta_decay,1,4,easy,x_or_y,L1-B5,True,1.0,atomic_cue,L1-B5,L1-B5,emitted_mass_negligible,['emitted_mass_negligible'],,,4,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B5,beta,,,False,False,False,emission,single,True,Atomic mass fact for beta; pairs with L1-A2 (mass=4 for alpha).
A nucleus undergoes a decay process. The rest mass of the emitted particle is negligible compared to a nucleon. Is the decay type alpha or beta?, beta, alpha,-18.061513900756836,-17.031414031982422,1,1,-1.030099868774414,-1.030099868774414,False,"Also, why is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B5-v05,physics_decay_type_probe,latent_state_probing,beta_decay,1,5,easy,x_or_y,L1-B5,True,1.0,atomic_cue,L1-B5,L1-B5,emitted_mass_negligible,['emitted_mass_negligible'],,,5,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B5,beta,,,False,False,False,emission,single,True,Atomic mass fact for beta; pairs with L1-A2 (mass=4 for alpha).
A nucleus undergoes a decay process. The emitted particle carries essentially no rest mass. Is the decay type alpha or beta?, beta, alpha,-15.423399925231934,-15.235930442810059,1,1,-0.187469482421875,-0.187469482421875,False,"Also, why does the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B5-v06,physics_decay_type_probe,latent_state_probing,beta_decay,1,6,easy,x_or_y,L1-B5,True,1.0,atomic_cue,L1-B5,L1-B5,emitted_mass_negligible,['emitted_mass_negligible'],,,6,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B5,beta,,,False,False,False,emission,single,True,Atomic mass fact for beta; pairs with L1-A2 (mass=4 for alpha).
A nucleus undergoes a decay process. The mass of the emitted particle is negligible in nuclear physics terms. Is the decay type alpha or beta?, beta, alpha,-16.471607208251953,-15.397308349609375,1,1,-1.0742988586425781,-1.0742988586425781,False,"Also, what is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B5-v07,physics_decay_type_probe,latent_state_probing,beta_decay,1,7,easy,x_or_y,L1-B5,True,1.0,atomic_cue,L1-B5,L1-B5,emitted_mass_negligible,['emitted_mass_negligible'],,,7,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B5,beta,,,False,False,False,emission,single,True,Atomic mass fact for beta; pairs with L1-A2 (mass=4 for alpha).
A nucleus undergoes a decay process. The emitted particle has a rest mass that is vanishingly small. Is the decay type alpha or beta?, beta, alpha,-15.758442878723145,-15.230517387390137,1,1,-0.5279254913330078,-0.5279254913330078,False,"Also, why is the",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B5-v08,physics_decay_type_probe,latent_state_probing,beta_decay,1,8,easy,x_or_y,L1-B5,True,1.0,atomic_cue,L1-B5,L1-B5,emitted_mass_negligible,['emitted_mass_negligible'],,,8,"['SE', 'IC']",1,1,False,False,False,False,False,,L1-B5,beta,,,False,False,False,emission,single,True,Atomic mass fact for beta; pairs with L1-A2 (mass=4 for alpha).
A nucleus undergoes a decay process. The daughter nucleus has one fewer neutron than the parent. Is the decay type alpha or beta?, beta, alpha,-17.4698543548584,-17.091829299926758,1,1,-0.3780250549316406,-0.3780250549316406,False,"Explain.

We are given",teacher_forced_logprob,normalized_per_token,0.5,logprob_diff_normalized,L1-B6-v01,physics_decay_type_probe,latent_state_probing,beta_decay,1,1,medium,x_or_y,L1-B6,True,1.0,atomic_cue,L1-B6,L1-B6,daughter_n_minus1,['daughter_n_minus1'],,,1,"['SE', 'IC']",3,3,False,False,False,False,False,,L1-B6,beta,,,False,False,False,daughter,single,True,Derived cue: ΔN=-1 follows from Z+1 and A-unchanged. Tests shortcut.
