experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,feature_source,skipped_reason,layer_has_graph_features,meta.prompt,meta.correct_token,meta.incorrect_token,meta.mode,meta.source_prompt,meta.target_prompt,meta.source_correct,meta.target_correct,meta.target_incorrect,meta.selected_by_diff,meta.candidate_pool_size,meta.source_margin,meta.target_margin,meta.source_number,meta.target_number,meta.source_orig_idx,meta.target_orig_idx,meta.behaviour,meta.coefficient,meta.n_features,behaviour,split,model_size,graph_n_prompts,run_id,prep_timestamp,in_common_prompt_set,in_common_layer_set
ablation_zero,14,16,[101500],7.84375,7.96875,0.125,0.125,0.0159362549597625,False,graph,,True,"The opposite of ""cheap"" is", expensive, cheap,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,14,17,"[124447, 108538]",7.84375,7.90625,0.0625,0.0625,0.0079681274798812,False,graph,,True,"The opposite of ""cheap"" is", expensive, cheap,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,14,18,"[149556, 106139]",7.84375,7.9375,0.09375,0.09375,0.0119521912198219,False,graph,,True,"The opposite of ""cheap"" is", expensive, cheap,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,14,19,"[107296, 135640, 135988, 124778, 34170]",7.84375,7.25,-0.59375,0.59375,0.075697211058872,False,graph,,True,"The opposite of ""cheap"" is", expensive, cheap,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,14,20,"[145235, 97102, 8575]",7.84375,7.0,-0.84375,0.84375,0.1075697209783971,False,graph,,True,"The opposite of ""cheap"" is", expensive, cheap,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,14,21,"[45934, 75521]",7.84375,8.0,0.15625,0.15625,0.0199203186997031,False,graph,,True,"The opposite of ""cheap"" is", expensive, cheap,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,14,22,[41906],7.84375,6.75,-1.09375,1.09375,0.1394422308979222,False,graph,,True,"The opposite of ""cheap"" is", expensive, cheap,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,14,23,"[40170, 83865]",7.84375,6.5,-1.34375,1.34375,0.1713147408174473,False,graph,,True,"The opposite of ""cheap"" is", expensive, cheap,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,14,24,"[49489, 34943]",7.84375,5.9375,-1.90625,1.90625,0.2430278881363788,False,graph,,True,"The opposite of ""cheap"" is", expensive, cheap,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,14,25,"[121673, 27813]",7.84375,6.78125,-1.0625,1.0625,0.1354581671579816,False,graph,,True,"The opposite of ""cheap"" is", expensive, cheap,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,10,"[25281, 148569]",1.5625,0.25,-1.3125,1.3125,0.8399999946240001,False,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,11,"[59878, 46537, 107914]",1.5625,2.1875,0.625,0.625,0.39999999744,False,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,12,"[4447, 39488, 40178, 71563]",1.5625,-1.9375,-3.5,3.5,2.2399999856640003,True,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,13,"[54591, 74172, 72758, 145452, 132137]",1.5625,0.875,-0.6875,0.6875,0.439999997184,False,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,14,"[57525, 111183, 106824, 59886]",1.5625,2.0625,0.5,0.5,0.319999997952,False,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,15,"[24958, 28063, 16555]",1.5625,1.75,0.1875,0.1875,0.119999999232,False,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,16,[101500],1.5625,1.5,-0.0625,0.0625,0.039999999744,False,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,17,"[124447, 108538]",1.5625,5.8125,4.25,4.25,2.7199999825920003,False,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,18,"[149556, 106139]",1.5625,3.125,1.5625,1.5625,0.9999999936,False,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,19,"[107296, 135640, 135988, 124778, 34170]",1.5625,2.875,1.3125,1.3125,0.8399999946240001,False,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,20,"[145235, 97102, 8575]",1.5625,0.3125,-1.25,1.25,0.7999999948800001,False,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,21,"[45934, 75521]",1.5625,4.0625,2.5,2.5,1.59999998976,False,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,22,[41906],1.5625,-0.6875,-2.25,2.25,1.4399999907840002,True,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,23,"[40170, 83865]",1.5625,-1.375,-2.9375,2.9375,1.879999987968,True,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,24,"[49489, 34943]",1.5625,-1.0625,-2.625,2.625,1.6799999892480002,True,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,15,25,"[121673, 27813]",1.5625,-1.5,-3.0625,3.0625,1.959999987456,True,graph,,True,"The antonym of ""empty"" is", full, empty,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,10,"[25281, 148569]",3.5625,3.96875,0.40625,0.40625,0.1140350873991997,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,11,"[59878, 46537, 107914]",3.5625,2.75,-0.8125,0.8125,0.2280701747983995,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,12,"[4447, 39488, 71563, 40178]",3.5625,2.3125,-1.25,1.25,0.3508771919975377,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,13,"[74172, 72758, 54591, 145452, 132137]",3.5625,3.4375,-0.125,0.125,0.0350877191997537,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,14,"[57525, 111183, 59886, 106824]",3.5625,3.0,-0.5625,0.5625,0.1578947363988919,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,15,"[24958, 28063, 16555]",3.5625,3.625,0.0625,0.0625,0.0175438595998768,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,16,[101500],3.5625,3.53125,-0.03125,0.03125,0.0087719297999384,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,17,"[124447, 108538]",3.5625,4.40625,0.84375,0.84375,0.2368421045983379,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,18,"[149556, 106139]",3.5625,4.625,1.0625,1.0625,0.298245613197907,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,19,"[107296, 135640, 135988, 124778, 34170]",3.5625,4.0,0.4375,0.4375,0.1228070171991382,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,20,"[145235, 97102, 8575]",3.5625,2.9375,-0.625,0.625,0.1754385959987688,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,21,"[45934, 75521]",3.5625,3.25,-0.3125,0.3125,0.0877192979993844,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,22,[41906],3.5625,2.75,-0.8125,0.8125,0.2280701747983995,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,23,"[40170, 83865]",3.5625,3.15625,-0.40625,0.40625,0.1140350873991997,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,24,"[49489, 34943]",3.5625,2.9375,-0.625,0.625,0.1754385959987688,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,16,25,"[121673, 27813]",3.5625,1.5625,-2.0,2.0,0.5614035071960604,False,graph,,True,"The opposite of ""early"" is", late, early,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,10,"[25281, 148569]",4.1875,4.75,0.5625,0.5625,0.134328357888171,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,11,"[59878, 46537, 107914]",4.1875,3.5,-0.6875,0.6875,0.1641791040855424,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,12,"[4447, 39488, 40178, 71563]",4.1875,3.9375,-0.25,0.25,0.0597014923947427,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,13,"[72758, 145452, 74172, 54591, 132137]",4.1875,3.9375,-0.25,0.25,0.0597014923947427,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,14,"[57525, 111183, 59886, 106824]",4.1875,3.375,-0.8125,0.8125,0.1940298502829137,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,15,"[24958, 28063, 16555]",4.1875,4.8125,0.625,0.625,0.1492537309868567,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,16,[101500],4.1875,5.0625,0.875,0.875,0.2089552233815994,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,17,"[124447, 108538]",4.1875,4.75,0.5625,0.5625,0.134328357888171,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,18,"[149556, 106139]",4.1875,4.375,0.1875,0.1875,0.044776119296057,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,19,"[107296, 135640, 135988, 124778, 34170]",4.1875,4.78125,0.59375,0.59375,0.1417910444375139,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,20,"[145235, 97102, 8575]",4.1875,2.875,-1.3125,1.3125,0.3134328350723992,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,21,"[45934, 75521]",4.1875,4.5,0.3125,0.3125,0.0746268654934283,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,22,[41906],4.1875,4.75,0.5625,0.5625,0.134328357888171,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,23,"[83865, 40170]",4.1875,3.59375,-0.59375,0.59375,0.1417910444375139,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,24,"[49489, 34943]",4.1875,1.875,-2.3125,2.3125,0.55223880465137,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,17,25,"[121673, 27813]",4.1875,0.5,-3.6875,3.6875,0.880597012822455,False,graph,,True,"The opposite of ""sharp"" is", dull, sharp,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,10,"[25281, 148569]",3.0625,3.1875,0.125,0.125,0.0408163263973344,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,11,"[59878, 46537, 107914]",3.0625,2.75,-0.3125,0.3125,0.1020408159933361,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,12,"[4447, 39488, 40178, 71563]",3.0625,1.8125,-1.25,1.25,0.4081632639733444,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,13,"[72758, 54591, 132137, 74172, 145452]",3.0625,4.03125,0.96875,0.96875,0.3163265295793419,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,14,"[57525, 111183, 59886, 106824]",3.0625,2.25,-0.8125,0.8125,0.2653061215826739,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,15,"[24958, 28063, 16555]",3.0625,2.4375,-0.625,0.625,0.2040816319866722,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,16,[101500],3.0625,3.84375,0.78125,0.78125,0.2551020399833403,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,17,"[124447, 108538]",3.0625,3.25,0.1875,0.1875,0.0612244895960016,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,18,"[149556, 106139]",3.0625,3.78125,0.71875,0.71875,0.234693876784673,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,19,"[135640, 107296, 135988, 124778, 34170]",3.0625,3.0625,0.0,0.0,0.0,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,20,"[145235, 97102, 8575]",3.0625,2.3125,-0.75,0.75,0.2448979583840066,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,21,"[45934, 75521]",3.0625,2.75,-0.3125,0.3125,0.1020408159933361,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,22,[41906],3.0625,1.6875,-1.375,1.375,0.4489795903706789,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,23,"[40170, 83865]",3.0625,2.65625,-0.40625,0.40625,0.1326530607913369,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,24,"[49489, 34943]",3.0625,3.1875,0.125,0.125,0.0408163263973344,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,18,25,"[121673, 27813]",3.0625,1.6875,-1.375,1.375,0.4489795903706789,False,graph,,True,"The opposite of ""easy"" is", hard, easy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,10,"[25281, 148569]",4.9375,4.75,-0.1875,0.1875,0.037974683467393,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,11,"[59878, 46537, 107914]",4.9375,5.25,0.3125,0.3125,0.0632911391123217,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,12,"[4447, 39488, 40178, 71563]",4.9375,3.75,-1.1875,1.1875,0.2405063286268226,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,13,"[54591, 74172, 72758, 132137, 145452]",4.9375,5.09375,0.15625,0.15625,0.0316455695561608,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,14,"[57525, 111183, 106824, 59886]",4.9375,5.40625,0.46875,0.46875,0.0949367086684826,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,15,"[24958, 28063, 16555]",4.9375,3.625,-1.3125,1.3125,0.2658227842717513,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,16,[101500],4.9375,5.71875,0.78125,0.78125,0.1582278477808043,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,17,"[124447, 108538]",4.9375,5.65625,0.71875,0.71875,0.14556961995834,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,18,"[149556, 106139]",4.9375,3.8125,-1.125,1.125,0.2278481008043582,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,19,"[107296, 135640, 135988, 124778, 34170]",4.9375,4.9375,0.0,0.0,0.0,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,20,"[97102, 145235, 8575]",4.9375,3.6875,-1.25,1.25,0.253164556449287,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,21,"[45934, 75521]",4.9375,5.125,0.1875,0.1875,0.037974683467393,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,22,[41906],4.9375,4.25,-0.6875,0.6875,0.1392405060471078,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,23,"[83865, 40170]",4.9375,3.0625,-1.875,1.875,0.3797468346739304,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,24,"[49489, 34943]",4.9375,3.375,-1.5625,1.5625,0.3164556955616087,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
ablation_zero,19,25,"[121673, 27813]",4.9375,2.5625,-2.375,2.375,0.4810126572536453,False,graph,,True,"The antonym of ""happy"" is", sad, happy,zero,,,,,,,,,,,,,,,,,antonym_operation,train,4b,80,20260302-211821_antonym_operation_train_n80,2026-03-02T21:18:21.524004,True,True
